periodic_issue,periodic_url,periodic_url_programme,periodic_date,is_programme
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 216 (6887), 14 сентября",https://electro.nekrasovka.ru/books/6164501/pages/1,https://api.electro.nekrasovka.ru/api/books/6164501/pages/4/img/original,1946/9/14,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 217 (6888), 16 сентября",https://electro.nekrasovka.ru/books/6164503/pages/1,https://api.electro.nekrasovka.ru/api/books/6164503/pages/4/img/original,1946/9/16,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 218 (6889), 17 сентября",https://electro.nekrasovka.ru/books/6164510/pages/1,https://api.electro.nekrasovka.ru/api/books/6164510/pages/4/img/original,1946/9/17,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 219 (6890), 18 сентября",https://electro.nekrasovka.ru/books/6164515/pages/1,https://api.electro.nekrasovka.ru/api/books/6164515/pages/4/img/original,1946/9/18,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 220 (6891), 19 сентября",https://electro.nekrasovka.ru/books/6164518/pages/1,https://api.electro.nekrasovka.ru/api/books/6164518/pages/4/img/original,1946/9/19,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 221 (6892), 20 сентября",https://electro.nekrasovka.ru/books/6164523/pages/1,https://api.electro.nekrasovka.ru/api/books/6164523/pages/4/img/original,1946/9/20,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 222 (6893), 21 сентября",https://electro.nekrasovka.ru/books/6164525/pages/1,https://api.electro.nekrasovka.ru/api/books/6164525/pages/4/img/original,1946/9/21,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 223 (6894), 23 сентября",https://electro.nekrasovka.ru/books/6164527/pages/1,https://api.electro.nekrasovka.ru/api/books/6164527/pages/4/img/original,1946/9/23,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 224 (6895), 24 сентября",https://electro.nekrasovka.ru/books/6164531/pages/1,https://api.electro.nekrasovka.ru/api/books/6164531/pages/4/img/original,1946/9/24,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 225 (6896), 25 сентября",https://electro.nekrasovka.ru/books/6164533/pages/1,https://api.electro.nekrasovka.ru/api/books/6164533/pages/4/img/original,1946/9/25,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 226 (6897), 26 сентября",https://electro.nekrasovka.ru/books/6164538/pages/1,https://api.electro.nekrasovka.ru/api/books/6164538/pages/4/img/original,1946/9/26,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 227 (6898), 27 сентября",https://electro.nekrasovka.ru/books/6164543/pages/1,https://api.electro.nekrasovka.ru/api/books/6164543/pages/4/img/original,1946/9/27,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 228 (6899), 28 сентября",https://electro.nekrasovka.ru/books/6164545/pages/1,https://api.electro.nekrasovka.ru/api/books/6164545/pages/4/img/original,1946/9/28,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 229 (6900), 30 сентября",https://electro.nekrasovka.ru/books/6164549/pages/1,https://api.electro.nekrasovka.ru/api/books/6164549/pages/4/img/original,1946/9/30,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 230 (6901), 1 октября",https://electro.nekrasovka.ru/books/6164568/pages/1,https://api.electro.nekrasovka.ru/api/books/6164568/pages/4/img/original,1946/10/1,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 231 (6902), 2 октября",https://electro.nekrasovka.ru/books/6164569/pages/1,https://api.electro.nekrasovka.ru/api/books/6164569/pages/4/img/original,1946/10/2,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 232 (6903), 3 октября",https://electro.nekrasovka.ru/books/6164572/pages/1,https://api.electro.nekrasovka.ru/api/books/6164572/pages/4/img/original,1946/10/3,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 233 (6904), 4 октября",https://electro.nekrasovka.ru/books/6164573/pages/1,https://api.electro.nekrasovka.ru/api/books/6164573/pages/4/img/original,1946/10/4,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 234 (6905), 5 октября",https://electro.nekrasovka.ru/books/6164575/pages/1,https://api.electro.nekrasovka.ru/api/books/6164575/pages/4/img/original,1946/10/5,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 235 (6906), 7 октября",https://electro.nekrasovka.ru/books/6164578/pages/1,https://api.electro.nekrasovka.ru/api/books/6164578/pages/4/img/original,1946/10/7,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 236 (6907), 8 октября",https://electro.nekrasovka.ru/books/6164579/pages/1,https://api.electro.nekrasovka.ru/api/books/6164579/pages/4/img/original,1946/10/8,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 237 (6908), 9 октября",https://electro.nekrasovka.ru/books/6164581/pages/1,https://api.electro.nekrasovka.ru/api/books/6164581/pages/4/img/original,1946/10/9,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 238 (6909), 10 октября",https://electro.nekrasovka.ru/books/6164584/pages/1,https://api.electro.nekrasovka.ru/api/books/6164584/pages/4/img/original,1946/10/10,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 239 (6910), 11 октября",https://electro.nekrasovka.ru/books/6164586/pages/1,https://api.electro.nekrasovka.ru/api/books/6164586/pages/4/img/original,1946/10/11,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 240 (6911), 12 октября",https://electro.nekrasovka.ru/books/6164588/pages/1,https://api.electro.nekrasovka.ru/api/books/6164588/pages/4/img/original,1946/10/12,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 241 (6912), 14 октября",https://electro.nekrasovka.ru/books/6164590/pages/1,https://api.electro.nekrasovka.ru/api/books/6164590/pages/4/img/original,1946/10/14,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 242 (6913), 15 октября",https://electro.nekrasovka.ru/books/6164592/pages/1,https://api.electro.nekrasovka.ru/api/books/6164592/pages/4/img/original,1946/10/15,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 243 (6914), 16 октября",https://electro.nekrasovka.ru/books/6164605/pages/1,https://api.electro.nekrasovka.ru/api/books/6164605/pages/4/img/original,1946/10/16,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 244 (6915), 17 октября",https://electro.nekrasovka.ru/books/6164606/pages/1,https://api.electro.nekrasovka.ru/api/books/6164606/pages/4/img/original,1946/10/17,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 245 (6916), 18 октября",https://electro.nekrasovka.ru/books/6164609/pages/1,https://api.electro.nekrasovka.ru/api/books/6164609/pages/4/img/original,1946/10/18,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 246 (6917), 19 октября",https://electro.nekrasovka.ru/books/6164611/pages/1,https://api.electro.nekrasovka.ru/api/books/6164611/pages/4/img/original,1946/10/19,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 247 (6918), 21 октября",https://electro.nekrasovka.ru/books/6164619/pages/1,https://api.electro.nekrasovka.ru/api/books/6164619/pages/4/img/original,1946/10/21,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 248 (6919), 22 октября",https://electro.nekrasovka.ru/books/6164620/pages/1,https://api.electro.nekrasovka.ru/api/books/6164620/pages/4/img/original,1946/10/22,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 249 (6920), 23 октября",https://electro.nekrasovka.ru/books/6164621/pages/1,https://api.electro.nekrasovka.ru/api/books/6164621/pages/4/img/original,1946/10/23,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 250 (6921), 24 октября",https://electro.nekrasovka.ru/books/6164623/pages/1,https://api.electro.nekrasovka.ru/api/books/6164623/pages/4/img/original,1946/10/24,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 251 (6922), 25 октября",https://electro.nekrasovka.ru/books/6164625/pages/1,https://api.electro.nekrasovka.ru/api/books/6164625/pages/4/img/original,1946/10/25,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 252 (6923), 26 октября",https://electro.nekrasovka.ru/books/6164633/pages/1,https://api.electro.nekrasovka.ru/api/books/6164633/pages/4/img/original,1946/10/26,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 253 (6924), 28 октября",https://electro.nekrasovka.ru/books/6164635/pages/1,https://api.electro.nekrasovka.ru/api/books/6164635/pages/4/img/original,1946/10/28,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 254 (6925), 29 октября",https://electro.nekrasovka.ru/books/6164636/pages/1,https://api.electro.nekrasovka.ru/api/books/6164636/pages/4/img/original,1946/10/29,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 255 (6926), 30 октября",https://electro.nekrasovka.ru/books/6164638/pages/1,https://api.electro.nekrasovka.ru/api/books/6164638/pages/4/img/original,1946/10/30,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 256 (6927), 31 октября",https://electro.nekrasovka.ru/books/6164641/pages/1,https://api.electro.nekrasovka.ru/api/books/6164641/pages/4/img/original,1946/10/31,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 257 (6928), 1 ноября",https://electro.nekrasovka.ru/books/6164644/pages/1,https://api.electro.nekrasovka.ru/api/books/6164644/pages/4/img/original,1946/11/1,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 258 (6929), 2 ноября",https://electro.nekrasovka.ru/books/6164648/pages/1,https://api.electro.nekrasovka.ru/api/books/6164648/pages/4/img/original,1946/11/2,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 259 (6930), 4 ноября",https://electro.nekrasovka.ru/books/6164649/pages/1,https://api.electro.nekrasovka.ru/api/books/6164649/pages/4/img/original,1946/11/4,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 260 (6931), 5 ноября",https://electro.nekrasovka.ru/books/6164650/pages/1,https://api.electro.nekrasovka.ru/api/books/6164650/pages/4/img/original,1946/11/5,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 261 (6932), 6 ноября",https://electro.nekrasovka.ru/books/6164651/pages/1,https://api.electro.nekrasovka.ru/api/books/6164651/pages/4/img/original,1946/11/6,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 262 (6933), 7 ноября",https://electro.nekrasovka.ru/books/6164652/pages/1,https://api.electro.nekrasovka.ru/api/books/6164652/pages/4/img/original,1946/11/7,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 263 (6934), 10 ноября",https://electro.nekrasovka.ru/books/6164653/pages/1,https://api.electro.nekrasovka.ru/api/books/6164653/pages/4/img/original,1946/11/10,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 264 (6935), 11 ноября",https://electro.nekrasovka.ru/books/6164654/pages/1,https://api.electro.nekrasovka.ru/api/books/6164654/pages/4/img/original,1946/11/11,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 265 (6936), 13 ноября",https://electro.nekrasovka.ru/books/6164655/pages/1,https://api.electro.nekrasovka.ru/api/books/6164655/pages/4/img/original,1946/11/13,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 266 (6937), 14 ноября",https://electro.nekrasovka.ru/books/6164656/pages/1,https://api.electro.nekrasovka.ru/api/books/6164656/pages/4/img/original,1946/11/14,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 267 (6938), 15 ноября",https://electro.nekrasovka.ru/books/6164657/pages/1,https://api.electro.nekrasovka.ru/api/books/6164657/pages/4/img/original,1946/11/15,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 268 (6939), 16 ноября",https://electro.nekrasovka.ru/books/6164658/pages/1,https://api.electro.nekrasovka.ru/api/books/6164658/pages/4/img/original,1946/11/16,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 269 (6940), 18 ноября",https://electro.nekrasovka.ru/books/6164659/pages/1,https://api.electro.nekrasovka.ru/api/books/6164659/pages/4/img/original,1946/11/18,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 270 (6941), 19 ноября",https://electro.nekrasovka.ru/books/6164660/pages/1,https://api.electro.nekrasovka.ru/api/books/6164660/pages/4/img/original,1946/11/19,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 271 (6942), 20 ноября",https://electro.nekrasovka.ru/books/6164661/pages/1,https://api.electro.nekrasovka.ru/api/books/6164661/pages/4/img/original,1946/11/20,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 272 (6943), 21 ноября",https://electro.nekrasovka.ru/books/6164662/pages/1,https://api.electro.nekrasovka.ru/api/books/6164662/pages/4/img/original,1946/11/21,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 273 (6944), 22 ноября",https://electro.nekrasovka.ru/books/6164663/pages/1,https://api.electro.nekrasovka.ru/api/books/6164663/pages/4/img/original,1946/11/22,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 274 (6945), 23 ноября",https://electro.nekrasovka.ru/books/6164664/pages/1,https://api.electro.nekrasovka.ru/api/books/6164664/pages/4/img/original,1946/11/23,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 275 (6946), 25 ноября",https://electro.nekrasovka.ru/books/6164665/pages/1,https://api.electro.nekrasovka.ru/api/books/6164665/pages/4/img/original,1946/11/25,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 276 (6947), 26 ноября",https://electro.nekrasovka.ru/books/6164666/pages/1,https://api.electro.nekrasovka.ru/api/books/6164666/pages/4/img/original,1946/11/26,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 277 (6948), 27 ноября",https://electro.nekrasovka.ru/books/6164667/pages/1,https://api.electro.nekrasovka.ru/api/books/6164667/pages/4/img/original,1946/11/27,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 278 (6949), 28 ноября",https://electro.nekrasovka.ru/books/6164668/pages/1,https://api.electro.nekrasovka.ru/api/books/6164668/pages/4/img/original,1946/11/28,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 279 (6950), 29 ноября",https://electro.nekrasovka.ru/books/6164669/pages/1,https://api.electro.nekrasovka.ru/api/books/6164669/pages/4/img/original,1946/11/29,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 280 (6951), 30 ноября",https://electro.nekrasovka.ru/books/6164670/pages/1,https://api.electro.nekrasovka.ru/api/books/6164670/pages/4/img/original,1946/11/30,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 281 (6952), 2 декабря",https://electro.nekrasovka.ru/books/6164671/pages/1,https://api.electro.nekrasovka.ru/api/books/6164671/pages/4/img/original,1946/12/2,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 282 (6953), 3 декабря",https://electro.nekrasovka.ru/books/6164672/pages/1,https://api.electro.nekrasovka.ru/api/books/6164672/pages/4/img/original,1946/12/3,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 283 (6954), 4 декабря",https://electro.nekrasovka.ru/books/6164673/pages/1,https://api.electro.nekrasovka.ru/api/books/6164673/pages/4/img/original,1946/12/4,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 284 (6955), 6 декабря",https://electro.nekrasovka.ru/books/6164674/pages/1,https://api.electro.nekrasovka.ru/api/books/6164674/pages/4/img/original,1946/12/6,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 285 (6956), 7 декабря",https://electro.nekrasovka.ru/books/6164675/pages/1,https://api.electro.nekrasovka.ru/api/books/6164675/pages/4/img/original,1946/12/7,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 286 (6957), 9 декабря",https://electro.nekrasovka.ru/books/6164676/pages/1,https://api.electro.nekrasovka.ru/api/books/6164676/pages/4/img/original,1946/12/9,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 287 (6958), 10 декабря",https://electro.nekrasovka.ru/books/6164677/pages/1,https://api.electro.nekrasovka.ru/api/books/6164677/pages/4/img/original,1946/12/10,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 288 (6959), 11 декабря",https://electro.nekrasovka.ru/books/6164678/pages/1,https://api.electro.nekrasovka.ru/api/books/6164678/pages/4/img/original,1946/12/11,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 289 (6960), 12 декабря",https://electro.nekrasovka.ru/books/6164679/pages/1,https://api.electro.nekrasovka.ru/api/books/6164679/pages/4/img/original,1946/12/12,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 290 (6961), 13 декабря",https://electro.nekrasovka.ru/books/6164680/pages/1,https://api.electro.nekrasovka.ru/api/books/6164680/pages/4/img/original,1946/12/13,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 291 (6962), 14 декабря",https://electro.nekrasovka.ru/books/6164681/pages/1,https://api.electro.nekrasovka.ru/api/books/6164681/pages/4/img/original,1946/12/14,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 292 (6963), 16 декабря",https://electro.nekrasovka.ru/books/6164682/pages/1,https://api.electro.nekrasovka.ru/api/books/6164682/pages/4/img/original,1946/12/16,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 293 (6964), 17 декабря",https://electro.nekrasovka.ru/books/6164683/pages/1,https://api.electro.nekrasovka.ru/api/books/6164683/pages/4/img/original,1946/12/17,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 294 (6965), 18 декабря",https://electro.nekrasovka.ru/books/6164684/pages/1,https://api.electro.nekrasovka.ru/api/books/6164684/pages/4/img/original,1946/12/18,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 295 (6966), 19 декабря",https://electro.nekrasovka.ru/books/6164685/pages/1,https://api.electro.nekrasovka.ru/api/books/6164685/pages/4/img/original,1946/12/19,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 296 (6967), 20 декабря",https://electro.nekrasovka.ru/books/6164686/pages/1,https://api.electro.nekrasovka.ru/api/books/6164686/pages/4/img/original,1946/12/20,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 297 (6968), 21 декабря",https://electro.nekrasovka.ru/books/6164687/pages/1,https://api.electro.nekrasovka.ru/api/books/6164687/pages/4/img/original,1946/12/21,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 298 (6969), 23 декабря",https://electro.nekrasovka.ru/books/6164688/pages/1,https://api.electro.nekrasovka.ru/api/books/6164688/pages/4/img/original,1946/12/23,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 299 (6970), 24 декабря",https://electro.nekrasovka.ru/books/6164689/pages/1,https://api.electro.nekrasovka.ru/api/books/6164689/pages/4/img/original,1946/12/24,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 300 (6971), 25 декабря",https://electro.nekrasovka.ru/books/6164690/pages/1,https://api.electro.nekrasovka.ru/api/books/6164690/pages/4/img/original,1946/12/25,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 301 (6972), 26 декабря",https://electro.nekrasovka.ru/books/6164692/pages/1,https://api.electro.nekrasovka.ru/api/books/6164692/pages/4/img/original,1946/12/26,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 302 (6973), 27 декабря",https://electro.nekrasovka.ru/books/6164693/pages/1,https://api.electro.nekrasovka.ru/api/books/6164693/pages/4/img/original,1946/12/27,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 303 (6974), 28 декабря",https://electro.nekrasovka.ru/books/6164696/pages/1,https://api.electro.nekrasovka.ru/api/books/6164696/pages/4/img/original,1946/12/28,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 304 (6975), 30 декабря",https://electro.nekrasovka.ru/books/6164697/pages/1,https://api.electro.nekrasovka.ru/api/books/6164697/pages/4/img/original,1946/12/30,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1946, № 305 (6976), 31 декабря",https://electro.nekrasovka.ru/books/6164699/pages/1,https://api.electro.nekrasovka.ru/api/books/6164699/pages/4/img/original,1946/12/31,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1947, № 1 (6977), 1 января",https://electro.nekrasovka.ru/books/6164027/pages/1,https://api.electro.nekrasovka.ru/api/books/6164027/pages/4/img/original,1947/1/1,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1947, № 2 (6978), 2 января",https://electro.nekrasovka.ru/books/6164029/pages/1,https://api.electro.nekrasovka.ru/api/books/6164029/pages/4/img/original,1947/1/2,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1947, № 3 (6979), 3 января",https://electro.nekrasovka.ru/books/6164031/pages/1,https://api.electro.nekrasovka.ru/api/books/6164031/pages/4/img/original,1947/1/3,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1947, № 4 (6980), 4 января",https://electro.nekrasovka.ru/books/6164033/pages/1,https://api.electro.nekrasovka.ru/api/books/6164033/pages/4/img/original,1947/1/4,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1947, № 5 (6981), 6 января",https://electro.nekrasovka.ru/books/6164035/pages/1,https://api.electro.nekrasovka.ru/api/books/6164035/pages/4/img/original,1947/1/6,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1947, № 6 (6982), 7 января",https://electro.nekrasovka.ru/books/6164037/pages/1,https://api.electro.nekrasovka.ru/api/books/6164037/pages/4/img/original,1947/1/7,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1947, № 7 (6983), 8 января",https://electro.nekrasovka.ru/books/6164039/pages/1,https://api.electro.nekrasovka.ru/api/books/6164039/pages/4/img/original,1947/1/8,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1947, № 8 (6984), 9 января",https://electro.nekrasovka.ru/books/6164041/pages/1,https://api.electro.nekrasovka.ru/api/books/6164041/pages/4/img/original,1947/1/9,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1947, № 9 (6985), 10 января",https://electro.nekrasovka.ru/books/6164043/pages/1,https://api.electro.nekrasovka.ru/api/books/6164043/pages/4/img/original,1947/1/10,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1947, № 10 (6986), 11 января",https://electro.nekrasovka.ru/books/6164045/pages/1,https://api.electro.nekrasovka.ru/api/books/6164045/pages/4/img/original,1947/1/11,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1947, № 11 (6987), 13 января",https://electro.nekrasovka.ru/books/6164047/pages/1,https://api.electro.nekrasovka.ru/api/books/6164047/pages/4/img/original,1947/1/13,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1947, № 12 (6988), 14 января",https://electro.nekrasovka.ru/books/6164049/pages/1,https://api.electro.nekrasovka.ru/api/books/6164049/pages/4/img/original,1947/1/14,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1947, № 13 (6989), 15 января",https://electro.nekrasovka.ru/books/6164051/pages/1,https://api.electro.nekrasovka.ru/api/books/6164051/pages/4/img/original,1947/1/15,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1947, № 14 (6990), 16 января",https://electro.nekrasovka.ru/books/6164053/pages/1,https://api.electro.nekrasovka.ru/api/books/6164053/pages/4/img/original,1947/1/16,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1947, № 15 (6991), 17 января",https://electro.nekrasovka.ru/books/6164054/pages/1,https://api.electro.nekrasovka.ru/api/books/6164054/pages/4/img/original,1947/1/17,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1947, № 16 (6992), 18 января",https://electro.nekrasovka.ru/books/6164056/pages/1,https://api.electro.nekrasovka.ru/api/books/6164056/pages/4/img/original,1947/1/18,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1947, № 17 (6993), 20 января",https://electro.nekrasovka.ru/books/6164059/pages/1,https://api.electro.nekrasovka.ru/api/books/6164059/pages/4/img/original,1947/1/20,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1947, № 18 (6994), 21 января",https://electro.nekrasovka.ru/books/6164061/pages/1,https://api.electro.nekrasovka.ru/api/books/6164061/pages/4/img/original,1947/1/21,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1947, № 19 (6995), 22 января",https://electro.nekrasovka.ru/books/6164063/pages/1,https://api.electro.nekrasovka.ru/api/books/6164063/pages/4/img/original,1947/1/22,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1947, № 20 (6996), 24 января",https://electro.nekrasovka.ru/books/6164064/pages/1,https://api.electro.nekrasovka.ru/api/books/6164064/pages/4/img/original,1947/1/24,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1947, № 21 (6997), 25 января",https://electro.nekrasovka.ru/books/6164067/pages/1,https://api.electro.nekrasovka.ru/api/books/6164067/pages/4/img/original,1947/1/25,0
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1947, № 22 (6998), 27 января",https://electro.nekrasovka.ru/books/6164069/pages/1,https://api.electro.nekrasovka.ru/api/books/6164069/pages/4/img/original,1947/1/27,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1947, № 23 (6999), 28 января",https://electro.nekrasovka.ru/books/6164071/pages/1,https://api.electro.nekrasovka.ru/api/books/6164071/pages/4/img/original,1947/1/28,1
"Вечерняя Москва, газета Московского городского комитета ВКП(б) и Моссовета, 1947, № 24 (7000), 29 января",https://electro.nekrasovka.ru/books/6164073/pages/1,https://api.electro.nekrasovka.ru/api/books/6164073/pages/4/img/original,1947/1/29,1
