film_id,country_id
flm0001328,ctr000001
flm0001329,ctr000001
flm0001331,ctr000001
flm0001332,ctr000001
flm0001333,ctr000001
flm0001334,ctr000001
flm0001335,ctr000001
flm0001336,ctr000001
flm0001337,ctr000001
flm0001339,ctr000001
flm0001340,ctr000001
flm0001341,ctr000001
flm0001342,ctr000001
flm0001343,ctr000001
flm0001344,ctr000001
flm0001345,ctr000001
flm0001346,ctr000001
flm0001347,ctr000001
flm0001349,ctr000001
flm0001350,ctr000001
flm0001352,ctr000001
flm0001353,ctr000001
flm0001354,ctr000001
flm0001355,ctr000001
flm0001357,ctr000001
flm0001358,ctr000001
flm0001359,ctr000001
flm0001360,ctr000001
flm0001361,ctr000001
flm0001362,ctr000001
flm0001363,ctr000001
flm0001364,ctr000001
flm0001365,ctr000001
flm0001366,ctr000001
flm0001367,ctr000001
flm0001368,ctr000001
flm0001369,ctr000001
flm0001370,ctr000001
flm0001371,ctr000001
flm0001372,ctr000001
flm0001373,ctr000001
flm0001374,ctr000001
flm0001375,ctr000001
flm0001376,ctr000001
flm0001377,ctr000001
flm0001378,ctr000001
flm0001379,ctr000001
flm0001380,ctr000001
flm0001382,ctr000001
flm0001383,ctr000001
flm0001384,ctr000001
flm0001385,ctr000001
flm0001387,ctr000001
flm0001388,ctr000001
flm0001389,ctr000001
flm0001390,ctr000001
flm0001391,ctr000001
flm0001392,ctr000001
flm0001393,ctr000001
flm0001394,ctr000001
flm0001395,ctr000001
flm0001396,ctr000001
flm0001398,ctr000001
flm0001400,ctr000001
flm0001401,ctr000001
flm0001402,ctr000001
flm0001403,ctr000001
flm0001404,ctr000001
flm0001405,ctr000001
flm0001406,ctr000001
flm0001407,ctr000001
flm0001408,ctr000001
flm0001409,ctr000001
flm0001410,ctr000001
flm0001411,ctr000001
flm0001412,ctr000001
flm0001413,ctr000001
flm0001414,ctr000001
flm0001415,ctr000001
flm0001416,ctr000001
flm0001417,ctr000001
flm0001418,ctr000001
flm0001420,ctr000001
flm0001421,ctr000001
flm0001422,ctr000001
flm0001424,ctr000001
flm0001425,ctr000001
flm0001427,ctr000001
flm0001658,ctr000001
flm0001428,ctr000001
flm0001429,ctr000001
flm0001430,ctr000001
flm0001431,ctr000001
flm0001432,ctr000001
flm0001433,ctr000001
flm0001434,ctr000001
flm0001435,ctr000001
flm0001436,ctr000001
flm0001437,ctr000001
flm0001438,ctr000001
flm0001440,ctr000001
flm0001441,ctr000001
flm0001442,ctr000001
flm0001443,ctr000001
flm0001444,ctr000001
flm0001445,ctr000001
flm0001446,ctr000001
flm0001448,ctr000001
flm0001449,ctr000001
flm0001450,ctr000001
flm0001451,ctr000001
flm0001452,ctr000001
flm0001453,ctr000001
flm0001454,ctr000001
flm0001455,ctr000001
flm0001456,ctr000001
flm0001457,ctr000001
flm0001458,ctr000001
flm0001459,ctr000001
flm0001460,ctr000001
flm0001461,ctr000001
flm0001462,ctr000001
flm0001463,ctr000001
flm0001464,ctr000001
flm0001465,ctr000001
flm0001466,ctr000001
flm0001467,ctr000001
flm0001468,ctr000001
flm0001470,ctr000001
flm0001471,ctr000001
flm0001472,ctr000001
flm0001473,ctr000001
flm0001474,ctr000001
flm0001475,ctr000001
flm0001476,ctr000001
flm0001478,ctr000001
flm0001479,ctr000001
flm0001480,ctr000001
flm0001481,ctr000001
flm0001482,ctr000001
flm0001483,ctr000001
flm0001484,ctr000001
flm0001485,ctr000001
flm0001486,ctr000001
flm0001487,ctr000001
flm0001488,ctr000001
flm0001489,ctr000001
flm0001490,ctr000001
flm0001491,ctr000001
flm0001492,ctr000001
flm0001493,ctr000001
flm0001494,ctr000001
flm0001495,ctr000001
flm0001496,ctr000001
flm0001497,ctr000001
flm0001498,ctr000001
flm0001499,ctr000001
flm0001500,ctr000001
flm0001501,ctr000001
flm0001502,ctr000001
flm0001503,ctr000001
flm0001504,ctr000001
flm0001505,ctr000001
flm0001506,ctr000001
flm0001507,ctr000001
flm0001508,ctr000001
flm0001509,ctr000001
flm0001511,ctr000001
flm0001512,ctr000001
flm0001513,ctr000001
flm0001514,ctr000001
flm0001517,ctr000001
flm0001519,ctr000001
flm0001520,ctr000001
flm0001521,ctr000001
flm0001522,ctr000001
flm0001523,ctr000001
flm0001524,ctr000001
flm0001525,ctr000001
flm0001526,ctr000001
flm0001527,ctr000001
flm0001528,ctr000001
flm0001529,ctr000001
flm0001530,ctr000001
flm0001531,ctr000001
flm0001532,ctr000001
flm0001533,ctr000001
flm0001534,ctr000001
flm0001535,ctr000001
flm0001537,ctr000001
flm0001538,ctr000001
flm0001539,ctr000001
flm0001540,ctr000001
flm0001542,ctr000001
flm0001543,ctr000001
flm0001544,ctr000001
flm0001546,ctr000001
flm0001547,ctr000001
flm0001548,ctr000001
flm0001550,ctr000001
flm0001551,ctr000001
flm0001552,ctr000001
flm0001553,ctr000001
flm0001554,ctr000001
flm0001555,ctr000001
flm0001556,ctr000001
flm0001557,ctr000001
flm0001558,ctr000001
flm0001559,ctr000001
flm0001560,ctr000001
flm0001561,ctr000001
flm0001564,ctr000001
flm0001565,ctr000001
flm0001566,ctr000001
flm0001568,ctr000001
flm0001569,ctr000001
flm0001571,ctr000001
flm0001572,ctr000001
flm0001573,ctr000001
flm0001574,ctr000001
flm0001575,ctr000001
flm0001576,ctr000001
flm0001577,ctr000001
flm0001578,ctr000001
flm0001579,ctr000001
flm0001580,ctr000001
flm0001581,ctr000001
flm0001582,ctr000001
flm0001583,ctr000001
flm0001584,ctr000001
flm0001585,ctr000001
flm0001587,ctr000001
flm0001589,ctr000001
flm0001590,ctr000001
flm0001592,ctr000001
flm0001593,ctr000001
flm0001594,ctr000001
flm0001595,ctr000001
flm0001596,ctr000001
flm0001598,ctr000001
flm0001599,ctr000001
flm0001600,ctr000001
flm0001601,ctr000001
flm0001602,ctr000001
flm0001603,ctr000001
flm0001604,ctr000001
flm0001605,ctr000001
flm0001606,ctr000001
flm0001607,ctr000001
flm0001608,ctr000001
flm0001609,ctr000001
flm0001610,ctr000001
flm0001611,ctr000001
flm0001612,ctr000001
flm0001613,ctr000001
flm0001614,ctr000001
flm0001615,ctr000001
flm0001617,ctr000001
flm0001618,ctr000001
flm0001619,ctr000001
flm0001621,ctr000001
flm0001622,ctr000001
flm0001623,ctr000001
flm0001624,ctr000001
flm0001625,ctr000001
flm0001626,ctr000001
flm0001627,ctr000001
flm0001628,ctr000001
flm0001629,ctr000001
flm0001630,ctr000001
flm0001631,ctr000001
flm0001632,ctr000001
flm0001633,ctr000001
flm0001634,ctr000001
flm0001635,ctr000001
flm0002331,ctr000001
flm0001636,ctr000001
flm0001637,ctr000001
flm0001638,ctr000001
flm0001639,ctr000001
flm0001640,ctr000001
flm0001641,ctr000001
flm0001642,ctr000001
flm0001643,ctr000001
flm0001644,ctr000001
flm0001645,ctr000001
flm0001646,ctr000001
flm0001647,ctr000001
flm0001648,ctr000001
flm0001649,ctr000001
flm0001651,ctr000001
flm0001652,ctr000001
flm0001653,ctr000001
flm0001654,ctr000001
flm0001655,ctr000001
flm0001656,ctr000001
flm0001657,ctr000001
flm0001659,ctr000001
flm0001660,ctr000001
flm0001661,ctr000001
flm0001662,ctr000001
flm0001663,ctr000001
flm0001664,ctr000001
flm0001665,ctr000001
flm0001666,ctr000001
flm0001667,ctr000001
flm0001669,ctr000001
flm0001670,ctr000001
flm0001671,ctr000001
flm0001672,ctr000001
flm0001673,ctr000001
flm0001675,ctr000001
flm0001676,ctr000001
flm0001677,ctr000001
flm0001678,ctr000001
flm0001679,ctr000001
flm0001680,ctr000001
flm0001681,ctr000001
flm0001682,ctr000001
flm0001683,ctr000001
flm0001684,ctr000001
flm0001685,ctr000001
flm0001686,ctr000001
flm0001688,ctr000001
flm0001689,ctr000001
flm0001690,ctr000001
flm0001691,ctr000001
flm0002207,ctr000001
flm0001693,ctr000001
flm0001694,ctr000001
flm0001695,ctr000001
flm0001698,ctr000001
flm0001699,ctr000001
flm0001700,ctr000001
flm0001701,ctr000001
flm0001702,ctr000001
flm0001703,ctr000001
flm0001704,ctr000001
flm0001705,ctr000001
flm0001706,ctr000001
flm0001707,ctr000001
flm0001708,ctr000001
flm0001709,ctr000001
flm0001710,ctr000001
flm0001711,ctr000001
flm0001713,ctr000001
flm0001714,ctr000001
flm0001716,ctr000001
flm0001717,ctr000001
flm0001718,ctr000001
flm0001719,ctr000001
flm0001720,ctr000001
flm0001721,ctr000001
flm0001722,ctr000001
flm0001723,ctr000001
flm0001724,ctr000001
flm0001725,ctr000001
flm0001726,ctr000001
flm0001727,ctr000001
flm0001728,ctr000001
flm0001729,ctr000001
flm0001730,ctr000001
flm0001731,ctr000001
flm0001732,ctr000001
flm0001733,ctr000001
flm0001734,ctr000001
flm0001735,ctr000001
flm0001736,ctr000001
flm0001737,ctr000001
flm0001738,ctr000001
flm0001739,ctr000001
flm0001740,ctr000001
flm0001742,ctr000001
flm0001744,ctr000001
flm0001745,ctr000001
flm0001746,ctr000001
flm0001747,ctr000001
flm0001749,ctr000001
flm0001750,ctr000001
flm0001751,ctr000001
flm0001752,ctr000001
flm0001753,ctr000001
flm0001754,ctr000001
flm0001755,ctr000001
flm0001756,ctr000001
flm0001757,ctr000001
flm0001758,ctr000001
flm0001759,ctr000001
flm0001760,ctr000001
flm0001761,ctr000001
flm0001763,ctr000001
flm0001764,ctr000001
flm0001765,ctr000001
flm0001766,ctr000001
flm0001767,ctr000001
flm0001768,ctr000001
flm0001770,ctr000001
flm0001771,ctr000001
flm0001772,ctr000001
flm0001773,ctr000001
flm0001774,ctr000001
flm0001775,ctr000001
flm0001777,ctr000001
flm0001778,ctr000001
flm0001779,ctr000001
flm0001780,ctr000001
flm0001782,ctr000001
flm0001783,ctr000001
flm0001784,ctr000001
flm0001785,ctr000001
flm0001786,ctr000001
flm0001787,ctr000001
flm0001788,ctr000001
flm0001789,ctr000001
flm0001792,ctr000001
flm0001793,ctr000001
flm0001794,ctr000001
flm0001795,ctr000001
flm0001796,ctr000001
flm0001797,ctr000001
flm0001798,ctr000001
flm0001799,ctr000001
flm0001800,ctr000001
flm0001801,ctr000001
flm0001802,ctr000001
flm0001803,ctr000001
flm0001804,ctr000001
flm0001805,ctr000001
flm0001806,ctr000001
flm0001807,ctr000001
flm0001809,ctr000001
flm0001810,ctr000001
flm0001811,ctr000001
flm0001812,ctr000001
flm0001813,ctr000001
flm0001814,ctr000001
flm0001815,ctr000001
flm0001816,ctr000001
flm0001817,ctr000001
flm0001818,ctr000001
flm0001819,ctr000001
flm0001820,ctr000001
flm0001821,ctr000001
flm0001822,ctr000001
flm0001823,ctr000001
flm0001824,ctr000001
flm0001825,ctr000001
flm0001827,ctr000001
flm0001828,ctr000001
flm0001829,ctr000001
flm0001830,ctr000001
flm0001831,ctr000001
flm0001833,ctr000001
flm0001834,ctr000001
flm0001835,ctr000001
flm0001836,ctr000001
flm0001837,ctr000001
flm0001838,ctr000001
flm0001839,ctr000001
flm0001841,ctr000001
flm0001842,ctr000001
flm0001843,ctr000001
flm0001844,ctr000001
flm0001846,ctr000001
flm0001847,ctr000001
flm0001848,ctr000001
flm0001849,ctr000001
flm0001850,ctr000001
flm0001851,ctr000001
flm0001852,ctr000001
flm0001853,ctr000001
flm0001855,ctr000001
flm0001856,ctr000001
flm0001857,ctr000001
flm0001858,ctr000001
flm0001860,ctr000001
flm0001861,ctr000001
flm0001862,ctr000001
flm0001863,ctr000001
flm0001864,ctr000001
flm0001865,ctr000001
flm0001866,ctr000001
flm0001867,ctr000001
flm0001868,ctr000001
flm0001869,ctr000001
flm0001871,ctr000001
flm0001872,ctr000001
flm0001873,ctr000001
flm0001874,ctr000001
flm0001875,ctr000001
flm0001876,ctr000001
flm0001877,ctr000001
flm0001878,ctr000001
flm0001879,ctr000001
flm0001880,ctr000001
flm0001881,ctr000001
flm0001882,ctr000001
flm0001883,ctr000001
flm0001884,ctr000001
flm0001885,ctr000001
flm0001887,ctr000001
flm0001888,ctr000001
flm0001889,ctr000001
flm0001890,ctr000001
flm0001891,ctr000001
flm0001892,ctr000001
flm0001893,ctr000001
flm0001894,ctr000001
flm0001895,ctr000001
flm0001896,ctr000001
flm0001897,ctr000001
flm0001898,ctr000001
flm0001899,ctr000001
flm0001901,ctr000001
flm0001902,ctr000001
flm0001903,ctr000001
flm0001904,ctr000001
flm0001905,ctr000001
flm0001906,ctr000001
flm0001907,ctr000001
flm0001908,ctr000001
flm0001909,ctr000001
flm0001910,ctr000001
flm0001911,ctr000001
flm0001912,ctr000001
flm0001913,ctr000001
flm0001914,ctr000001
flm0001916,ctr000001
flm0001917,ctr000001
flm0001918,ctr000001
flm0001921,ctr000001
flm0001922,ctr000001
flm0001923,ctr000001
flm0001924,ctr000001
flm0001926,ctr000001
flm0001927,ctr000001
flm0001928,ctr000001
flm0001929,ctr000001
flm0001930,ctr000001
flm0001932,ctr000001
flm0001933,ctr000001
flm0001934,ctr000001
flm0001935,ctr000001
flm0001937,ctr000001
flm0001938,ctr000001
flm0001939,ctr000001
flm0001940,ctr000001
flm0001941,ctr000001
flm0001942,ctr000001
flm0001943,ctr000001
flm0001945,ctr000001
flm0001946,ctr000001
flm0001947,ctr000001
flm0001948,ctr000001
flm0001949,ctr000001
flm0001950,ctr000001
flm0001951,ctr000001
flm0001952,ctr000001
flm0001955,ctr000001
flm0001956,ctr000001
flm0001957,ctr000001
flm0001958,ctr000001
flm0001959,ctr000001
flm0001960,ctr000001
flm0001961,ctr000001
flm0001962,ctr000001
flm0001964,ctr000001
flm0001965,ctr000001
flm0001966,ctr000001
flm0001967,ctr000001
flm0001968,ctr000001
flm0001969,ctr000001
flm0001970,ctr000001
flm0001971,ctr000001
flm0001973,ctr000001
flm0001974,ctr000001
flm0001975,ctr000001
flm0001976,ctr000001
flm0001977,ctr000001
flm0001978,ctr000001
flm0001980,ctr000001
flm0001981,ctr000001
flm0001982,ctr000001
flm0001983,ctr000001
flm0001984,ctr000001
flm0001985,ctr000001
flm0001986,ctr000001
flm0001987,ctr000001
flm0001988,ctr000001
flm0001989,ctr000001
flm0001990,ctr000001
flm0001991,ctr000001
flm0001993,ctr000001
flm0001994,ctr000001
flm0001996,ctr000001
flm0001997,ctr000001
flm0001998,ctr000001
flm0001999,ctr000001
flm0002000,ctr000001
flm0002001,ctr000001
flm0002002,ctr000001
flm0002003,ctr000001
flm0002004,ctr000001
flm0002005,ctr000001
flm0002006,ctr000001
flm0002008,ctr000001
flm0002009,ctr000001
flm0002011,ctr000001
flm0002012,ctr000001
flm0002013,ctr000001
flm0002014,ctr000001
flm0002015,ctr000001
flm0002016,ctr000001
flm0002017,ctr000001
flm0002018,ctr000001
flm0002019,ctr000001
flm0002020,ctr000001
flm0002021,ctr000001
flm0002029,ctr000001
flm0002031,ctr000001
flm0002032,ctr000001
flm0002033,ctr000001
flm0002035,ctr000001
flm0002036,ctr000001
flm0002037,ctr000001
flm0002038,ctr000001
flm0002039,ctr000001
flm0002040,ctr000001
flm0002041,ctr000001
flm0002042,ctr000001
flm0002043,ctr000001
flm0002044,ctr000001
flm0002045,ctr000001
flm0002046,ctr000001
flm0002047,ctr000001
flm0002048,ctr000001
flm0002049,ctr000001
flm0002051,ctr000001
flm0002052,ctr000001
flm0002053,ctr000001
flm0002054,ctr000001
flm0002055,ctr000001
flm0002056,ctr000001
flm0002057,ctr000001
flm0002058,ctr000001
flm0002060,ctr000001
flm0002061,ctr000001
flm0002062,ctr000001
flm0002063,ctr000001
flm0002064,ctr000001
flm0002065,ctr000001
flm0002066,ctr000001
flm0002067,ctr000001
flm0002068,ctr000001
flm0002069,ctr000001
flm0002070,ctr000001
flm0002071,ctr000001
flm0002072,ctr000001
flm0002073,ctr000001
flm0002076,ctr000001
flm0002077,ctr000001
flm0002078,ctr000001
flm0002079,ctr000001
flm0002080,ctr000001
flm0002081,ctr000001
flm0002082,ctr000001
flm0002083,ctr000001
flm0002085,ctr000001
flm0002090,ctr000001
flm0002091,ctr000001
flm0002092,ctr000001
flm0002093,ctr000001
flm0002094,ctr000001
flm0002095,ctr000001
flm0002096,ctr000001
flm0002097,ctr000001
flm0002098,ctr000001
flm0002099,ctr000001
flm0002100,ctr000001
flm0002101,ctr000001
flm0002103,ctr000001
flm0002104,ctr000001
flm0002105,ctr000001
flm0002106,ctr000001
flm0002107,ctr000001
flm0002108,ctr000001
flm0002109,ctr000001
flm0002110,ctr000001
flm0002111,ctr000001
flm0002112,ctr000001
flm0002115,ctr000001
flm0002117,ctr000001
flm0002120,ctr000001
flm0002121,ctr000001
flm0002122,ctr000001
flm0002123,ctr000001
flm0002124,ctr000001
flm0002125,ctr000001
flm0002126,ctr000001
flm0002127,ctr000001
flm0002128,ctr000001
flm0002129,ctr000001
flm0002130,ctr000001
flm0002131,ctr000001
flm0002132,ctr000001
flm0002133,ctr000001
flm0002134,ctr000001
flm0002135,ctr000001
flm0002136,ctr000001
flm0002137,ctr000001
flm0002138,ctr000001
flm0002139,ctr000001
flm0002140,ctr000001
flm0002141,ctr000001
flm0002142,ctr000001
flm0002143,ctr000001
flm0002144,ctr000001
flm0002145,ctr000001
flm0002146,ctr000001
flm0002147,ctr000001
flm0002148,ctr000001
flm0002149,ctr000001
flm0002151,ctr000001
flm0002152,ctr000001
flm0002153,ctr000001
flm0002154,ctr000001
flm0002156,ctr000001
flm0002157,ctr000001
flm0002158,ctr000001
flm0002159,ctr000001
flm0002160,ctr000001
flm0002162,ctr000001
flm0002163,ctr000001
flm0002164,ctr000001
flm0002165,ctr000001
flm0002166,ctr000001
flm0002170,ctr000001
flm0002173,ctr000001
flm0002174,ctr000001
flm0002175,ctr000001
flm0002176,ctr000001
flm0002177,ctr000001
flm0002178,ctr000001
flm0002179,ctr000001
flm0002180,ctr000001
flm0002181,ctr000001
flm0002182,ctr000001
flm0002183,ctr000001
flm0002184,ctr000001
flm0002185,ctr000001
flm0002187,ctr000001
flm0002188,ctr000001
flm0002189,ctr000001
flm0002190,ctr000001
flm0002191,ctr000001
flm0002192,ctr000001
flm0002193,ctr000001
flm0002194,ctr000001
flm0002195,ctr000001
flm0002196,ctr000001
flm0002197,ctr000001
flm0002198,ctr000001
flm0002199,ctr000001
flm0002200,ctr000001
flm0002201,ctr000001
flm0002202,ctr000001
flm0002204,ctr000001
flm0002205,ctr000001
flm0002206,ctr000001
flm0002212,ctr000001
flm0002213,ctr000001
flm0002214,ctr000001
flm0002215,ctr000001
flm0002216,ctr000001
flm0002217,ctr000001
flm0002218,ctr000001
flm0002219,ctr000001
flm0002220,ctr000001
flm0002221,ctr000001
flm0002222,ctr000001
flm0002223,ctr000001
flm0002225,ctr000001
flm0002226,ctr000001
flm0002227,ctr000001
flm0002228,ctr000001
flm0002229,ctr000001
flm0002230,ctr000001
flm0002231,ctr000001
flm0002232,ctr000001
flm0002233,ctr000001
flm0002234,ctr000001
flm0002235,ctr000001
flm0002236,ctr000001
flm0002237,ctr000001
flm0002238,ctr000001
flm0002239,ctr000001
flm0002240,ctr000001
flm0002242,ctr000001
flm0002243,ctr000001
flm0002244,ctr000001
flm0002245,ctr000001
flm0002246,ctr000001
flm0002247,ctr000001
flm0002248,ctr000001
flm0002249,ctr000001
flm0002250,ctr000001
flm0002251,ctr000001
flm0002252,ctr000001
flm0002253,ctr000001
flm0002254,ctr000001
flm0002255,ctr000001
flm0002256,ctr000001
flm0002257,ctr000001
flm0002258,ctr000001
flm0002259,ctr000001
flm0002261,ctr000001
flm0002262,ctr000001
flm0002264,ctr000001
flm0002265,ctr000001
flm0002266,ctr000001
flm0002267,ctr000001
flm0002268,ctr000001
flm0002269,ctr000001
flm0002270,ctr000001
flm0002271,ctr000001
flm0002272,ctr000001
flm0002274,ctr000001
flm0002275,ctr000001
flm0002277,ctr000001
flm0002278,ctr000001
flm0002280,ctr000001
flm0002281,ctr000001
flm0002282,ctr000001
flm0002283,ctr000001
flm0002284,ctr000001
flm0002285,ctr000001
flm0002286,ctr000001
flm0002287,ctr000001
flm0002288,ctr000001
flm0002289,ctr000001
flm0002290,ctr000001
flm0002291,ctr000001
flm0002292,ctr000001
flm0002293,ctr000001
flm0002295,ctr000001
flm0002296,ctr000001
flm0002297,ctr000001
flm0002298,ctr000001
flm0002301,ctr000001
flm0002302,ctr000001
flm0002303,ctr000001
flm0002304,ctr000001
flm0002305,ctr000001
flm0002306,ctr000001
flm0002307,ctr000001
flm0002308,ctr000001
flm0002309,ctr000001
flm0002310,ctr000001
flm0002311,ctr000001
flm0002312,ctr000001
flm0002313,ctr000001
flm0002314,ctr000001
flm0002315,ctr000001
flm0002316,ctr000001
flm0002317,ctr000001
flm0002320,ctr000001
flm0002321,ctr000001
flm0002322,ctr000001
flm0002323,ctr000001
flm0002324,ctr000001
flm0002325,ctr000001
flm0002326,ctr000001
flm0002327,ctr000001
flm0002328,ctr000001
flm0002333,ctr000001
flm0002334,ctr000001
flm0002335,ctr000001
flm0002337,ctr000001
flm0002338,ctr000001
flm0002339,ctr000001
flm0002340,ctr000001
flm0002341,ctr000001
flm0002344,ctr000001
flm0002345,ctr000001
flm0002346,ctr000001
flm0002348,ctr000001
flm0002349,ctr000001
flm0002350,ctr000001
flm0002351,ctr000001
flm0002352,ctr000001
flm0002353,ctr000001
flm0002354,ctr000001
flm0002355,ctr000001
flm0002356,ctr000001
flm0002357,ctr000001
flm0002358,ctr000001
flm0002359,ctr000001
flm0002393,ctr000001
flm0002361,ctr000001
flm0002362,ctr000001
flm0002363,ctr000001
flm0002364,ctr000001
flm0002367,ctr000001
flm0002368,ctr000001
flm0002369,ctr000001
flm0002370,ctr000001
flm0002371,ctr000001
flm0002372,ctr000001
flm0002374,ctr000001
flm0002375,ctr000001
flm0002376,ctr000001
flm0002377,ctr000001
flm0002378,ctr000001
flm0002379,ctr000001
flm0002380,ctr000001
flm0002381,ctr000001
flm0002382,ctr000001
flm0002383,ctr000001
flm0002384,ctr000001
flm0002385,ctr000001
flm0002386,ctr000001
flm0002387,ctr000001
flm0002388,ctr000001
flm0002389,ctr000001
flm0002390,ctr000001
flm0002391,ctr000001
flm0002392,ctr000001
flm0002395,ctr000001
flm0002396,ctr000001
flm0002397,ctr000001
flm0002398,ctr000001
flm0002399,ctr000001
flm0002400,ctr000001
flm0002401,ctr000001
flm0002402,ctr000001
flm0002403,ctr000001
flm0002404,ctr000001
flm0002405,ctr000001
flm0002406,ctr000001
flm0002407,ctr000001
flm0002408,ctr000001
flm0002409,ctr000001
flm0002410,ctr000001
flm0002411,ctr000001
flm0002412,ctr000001
flm0002413,ctr000001
flm0002414,ctr000001
flm0002415,ctr000001
flm0002416,ctr000001
flm0002417,ctr000001
flm0002419,ctr000001
flm0002420,ctr000001
flm0002421,ctr000001
flm0002422,ctr000001
flm0002423,ctr000001
flm0002424,ctr000001
flm0002425,ctr000001
flm0002426,ctr000001
flm0002427,ctr000001
flm0002430,ctr000001
flm0002431,ctr000001
flm0002432,ctr000001
flm0002433,ctr000001
flm0002434,ctr000001
flm0002436,ctr000001
flm0002437,ctr000001
flm0002438,ctr000001
flm0002439,ctr000001
flm0002440,ctr000001
flm0002441,ctr000001
flm0002442,ctr000001
flm0002443,ctr000001
flm0002445,ctr000001
flm0002446,ctr000001
flm0002447,ctr000001
flm0002448,ctr000001
flm0002449,ctr000001
flm0002450,ctr000001
flm0002451,ctr000001
flm0002452,ctr000001
flm0002453,ctr000001
flm0002454,ctr000001
flm0002457,ctr000001
flm0002458,ctr000001
flm0002459,ctr000001
flm0002461,ctr000001
flm0002462,ctr000001
flm0002463,ctr000001
flm0002464,ctr000001
flm0002465,ctr000001
flm0002466,ctr000001
flm0002467,ctr000001
flm0002468,ctr000001
flm0002469,ctr000001
flm0002470,ctr000001
flm0002471,ctr000001
flm0002472,ctr000001
flm0002473,ctr000001
flm0002474,ctr000001
flm0002475,ctr000001
flm0002476,ctr000001
flm0002477,ctr000001
flm0002481,ctr000001
flm0002482,ctr000001
flm0002483,ctr000001
flm0002484,ctr000001
flm0002485,ctr000001
flm0002486,ctr000001
flm0002487,ctr000001
flm0002488,ctr000001
flm0002489,ctr000001
flm0002490,ctr000001
flm0002491,ctr000001
flm0002492,ctr000001
flm0002493,ctr000001
flm0002494,ctr000001
flm0002495,ctr000001
flm0002496,ctr000001
flm0002497,ctr000001
flm0002498,ctr000001
flm0002499,ctr000001
flm0002500,ctr000001
flm0002501,ctr000001
flm0002506,ctr000001
flm0002507,ctr000001
flm0002508,ctr000001
flm0002509,ctr000001
flm0002512,ctr000001
flm0002513,ctr000001
flm0002516,ctr000001
flm0002517,ctr000001
flm0002518,ctr000001
flm0002519,ctr000001
flm0002520,ctr000001
flm0002521,ctr000001
flm0002522,ctr000001
flm0002523,ctr000001
flm0002524,ctr000001
flm0002525,ctr000001
flm0002526,ctr000001
flm0002527,ctr000001
flm0002528,ctr000001
flm0002529,ctr000001
flm0002530,ctr000001
flm0002531,ctr000001
flm0002533,ctr000001
flm0002534,ctr000001
flm0002535,ctr000001
flm0002536,ctr000001
flm0002537,ctr000001
flm0002538,ctr000001
flm0002539,ctr000001
flm0002540,ctr000001
flm0002541,ctr000001
flm0002542,ctr000001
flm0002543,ctr000001
flm0002544,ctr000001
flm0002545,ctr000001
flm0002546,ctr000001
flm0002547,ctr000001
flm0002548,ctr000001
flm0002549,ctr000001
flm0002550,ctr000001
flm0002551,ctr000001
flm0002552,ctr000001
flm0002553,ctr000001
flm0002554,ctr000001
flm0002555,ctr000001
flm0002556,ctr000001
flm0002557,ctr000001
flm0002558,ctr000001
flm0002559,ctr000001
flm0002560,ctr000001
flm0002562,ctr000001
flm0002563,ctr000001
flm0002564,ctr000001
flm0002565,ctr000001
flm0002566,ctr000001
flm0002567,ctr000001
flm0002568,ctr000001
flm0002569,ctr000001
flm0002570,ctr000001
flm0002571,ctr000001
flm0002572,ctr000001
flm0002573,ctr000001
flm0002574,ctr000001
flm0002575,ctr000001
flm0002576,ctr000001
flm0002577,ctr000001
flm0002578,ctr000001
flm0002579,ctr000001
flm0002580,ctr000001
flm0002581,ctr000001
flm0002583,ctr000001
flm0002584,ctr000001
flm0002586,ctr000001
flm0002587,ctr000001
flm0002588,ctr000001
flm0002589,ctr000001
flm0002590,ctr000001
flm0002591,ctr000001
flm0002592,ctr000001
flm0002593,ctr000001
flm0002594,ctr000001
flm0002595,ctr000001
flm0002596,ctr000001
flm0002597,ctr000001
flm0002598,ctr000001
flm0002599,ctr000001
flm0002600,ctr000001
flm0002601,ctr000001
flm0002602,ctr000001
flm0002603,ctr000001
flm0002608,ctr000001
flm0002609,ctr000001
flm0002610,ctr000001
flm0002611,ctr000001
flm0002612,ctr000001
flm0002614,ctr000001
flm0002615,ctr000001
flm0002616,ctr000001
flm0002617,ctr000001
flm0002618,ctr000001
flm0002619,ctr000001
flm0002620,ctr000001
flm0002621,ctr000001
flm0002622,ctr000001
flm0002623,ctr000001
flm0002624,ctr000001
flm0002625,ctr000001
flm0002626,ctr000001
flm0000007,ctr000002
flm0000010,ctr000002
flm0000021,ctr000002
flm0000061,ctr000002
flm0000082,ctr000002
flm0000085,ctr000002
flm0000089,ctr000002
flm0000127,ctr000002
flm0000137,ctr000002
flm0000144,ctr000002
flm0000167,ctr000002
flm0000174,ctr000002
flm0000206,ctr000002
flm0000207,ctr000002
flm0000209,ctr000002
flm0000216,ctr000002
flm0000256,ctr000002
flm0000267,ctr000002
flm0000842,ctr000002
flm0001059,ctr000002
flm0001069,ctr000002
flm0001075,ctr000002
flm0001078,ctr000002
flm0001188,ctr000002
flm0001284,ctr000002
flm0001306,ctr000002
flm0001330,ctr000002
flm0001338,ctr000002
flm0001399,ctr000002
flm0001545,ctr000002
flm0001563,ctr000002
flm0002332,ctr000002
flm0001696,ctr000002
flm0001697,ctr000002
flm0001712,ctr000002
