title (original),IMDB id,film_id,IMDB_url,Directors,Writers,Actors,Country of origin,Duration (min),Year of Production
Разгром милитаристской Японии,tt0171687,flm0000001,https://www.imdb.com/title/tt0171687/,,,,,,
Близнецы,tt0039925,flm0000002,https://www.imdb.com/title/tt0039925/,,,,,,
"Специальный киновыпуск ""Челси"" - ""Динамо""",,flm0000003,,,,,,,
"Специальный киновыпуск ""Кардифф-Сити"" - ""Динамо""",,flm0000004,,,,,,,
"Специальный выпуск ""Ренджерс"" - ""Динамо""",,flm0000005,,,,,,,
Новости дня № 44 1946 г.,,flm0000006,,,,,,,
Spring Parade,tt0033095,flm0000007,https://www.imdb.com/title/tt0033095/,,,,,,
Аршин Мал-Алан,tt0037520,flm0000008,https://www.imdb.com/title/tt0037520/,,,,,,
Лыжный спорт,,flm0000009,,,,,,,
The Little Foxes,tt0034928,flm0000010,https://www.imdb.com/title/tt0034928/,,,,,,
Тахир и Зухра,tt0237800,flm0000011,https://www.imdb.com/title/tt0237800/,,,,,,
Георгий Саакадзе 2 серия,tt0034781,flm0000012,https://www.imdb.com/title/tt0034781/,,,,,,
Девушка спешит на свидание,tt0027522,flm0000013,https://www.imdb.com/title/tt0027522/,,,,,,
На границе,tt0030489,flm0000014,https://www.imdb.com/title/tt0030489/,,,,,,
Поединок,tt0037914,flm0000015,https://www.imdb.com/title/tt0037914/,,,,,,
Воздушный извозчик,tt0037353,flm0000016,https://www.imdb.com/title/tt0037353/,,,,,,
Нашествие,tt0037937,flm0000017,https://www.imdb.com/title/tt0037937/,,,,,,
Я - черноморец,tt2651000,flm0000018,https://www.imdb.com/title/tt2651000/,,,,,,
Разгром Юденича,tt0034084,flm0000019,https://www.imdb.com/title/tt0034084/,,,,,,
Морской пост,tt6027678,flm0000020,https://www.imdb.com/title/tt6027678/,,,,,,
Sun Valley Serenade,tt0034241,flm0000021,https://www.imdb.com/title/tt0034241/,,,,,,
В шесть часов вечера после войны,tt0037423,flm0000022,https://www.imdb.com/title/tt0037423/,,,,,,
Мужество,tt0031687,flm0000023,https://www.imdb.com/title/tt0031687/,,,,,,
Извержение Везувия,,flm0000024,,,,,,,
Яков Свердлов,tt0033277,flm0000025,https://www.imdb.com/title/tt0033277/,,,,,,
Суворов,tt0033118,flm0000026,https://www.imdb.com/title/tt0033118/,,,,,,
Футболисты,,flm0000027,,,,,,,
Небо Москвы,tt0037122,flm0000028,https://www.imdb.com/title/tt0037122/,,,,,,
Моя любовь,tt0032812,flm0000029,https://www.imdb.com/title/tt0032812/,,,,,,
Новости дня № 45 1946 г.,,flm0000030,,,,,,,
Новости дня № 46 1946 г.,,flm0000031,,,,,,,
Свинарка и пастух,tt0034249,flm0000032,https://www.imdb.com/title/tt0034249/,,,,,,
Член правительства,tt0032337,flm0000033,https://www.imdb.com/title/tt0032337/,,,,,,
Партизаны в степях Украины,tt1346998,flm0000034,https://www.imdb.com/title/tt1346998/,,,,,,
Малахов Курган,tt0037043,flm0000035,https://www.imdb.com/title/tt0037043/,,,,,,
Подводная лодка Т-9,tt1767363,flm0000036,https://www.imdb.com/title/tt1767363/,,,,,,
Ленин в 1918 году,tt0031564,flm0000037,https://www.imdb.com/title/tt0031564/,,,,,,
Ленин в Октябре,tt0029132,flm0000038,https://www.imdb.com/title/tt0029132/,,,,,,
Человек с ружьем,tt0029986,flm0000039,https://www.imdb.com/title/tt0029986/,,,,,,
Оборона Царицына,tt0035142,flm0000040,https://www.imdb.com/title/tt0035142/,,,,,,
Она защищает Родину,tt0036236,flm0000041,https://www.imdb.com/title/tt0036236/,,,,,,
Петр Первый 2 серия,tt0029405,flm0000042,https://www.imdb.com/title/tt0029405/,,,,,,
Кутузов,tt0036572,flm0000043,https://www.imdb.com/title/tt0036572/,,,,,,
Чапаев,tt0024966,flm0000044,https://www.imdb.com/title/tt0024966/,,,,,,
Зоя,tt0037482,flm0000045,https://www.imdb.com/title/tt0037482/,,,,,,
Подруги,tt0026874,flm0000046,https://www.imdb.com/title/tt0026874/,,,,,,
Будапешт,,flm0000047,,,,,,,
Вена,,flm0000048,,,,,,,
Как закалялась сталь,tt0034932,flm0000049,https://www.imdb.com/title/tt0034932/,,,,,,
Большая земля,tt0036657,flm0000050,https://www.imdb.com/title/tt0036657/,,,,,,
Жила-была девочка,tt0037479,flm0000051,https://www.imdb.com/title/tt0037479/,,,,,,
Всесоюзный парад физкультурников 1945 г.,tt6638210,flm0000052,https://www.imdb.com/title/tt6638210/,,,,,,
Слон и веревочка,tt0170584,flm0000053,https://www.imdb.com/title/tt0170584/,,,,,,
Остров сокровищ,tt0029356,flm0000054,https://www.imdb.com/title/tt0029356/,,,,,,
Дни и ночи,tt0037646,flm0000055,https://www.imdb.com/title/tt0037646/,,,,,,
Победа,tt0030594,flm0000056,https://www.imdb.com/title/tt0030594/,,,,,,
Лермонтов,tt0037015,flm0000057,https://www.imdb.com/title/tt0037015/,,,,,,
Комендант птичьего острова,tt0022065,flm0000058,https://www.imdb.com/title/tt0022065/,,,,,,
Бесприданница,tt0028622,flm0000059,https://www.imdb.com/title/tt0028622/,,,,,,
Сердца четырех,tt0038533,flm0000060,https://www.imdb.com/title/tt0038533/,,,,,,
His Butler's Sister,tt0036001,flm0000061,https://www.imdb.com/title/tt0036001/,,,,,,
Ленинград в борьбе,tt0034971,flm0000062,https://www.imdb.com/title/tt0034971/,,,,,,
Щорс,tt0031919,flm0000063,https://www.imdb.com/title/tt0031919/,,,,,,
Парад Победы,tt7030214,flm0000064,https://www.imdb.com/title/tt7030214/,,,,,,
Кубок СССР,,flm0000065,,,,,,,
Шел солдат с фронта,tt12131680,flm0000066,https://www.imdb.com/title/tt12131680/,,,,,,
Иван Никулин - русский матрос,tt0036963,flm0000067,https://www.imdb.com/title/tt0036963/,,,,,,
За Советскую Родину,tt0029813,flm0000068,https://www.imdb.com/title/tt0029813/,,,,,,
Битва за Севастополь,tt5252570,flm0000069,https://www.imdb.com/title/tt5252570/,,,,,,
Выборгская сторона,tt0032104,flm0000070,https://www.imdb.com/title/tt0032104/,,,,,,
Амур,,flm0000071,,,,,,,
Озеро Телецкое,,flm0000072,,,,,,,
Советское Приморье,,flm0000073,,,,,,,
Сибирь Советская,,flm0000074,,,,,,,
Якутия,,flm0000075,,,,,,,
Хакассия,,flm0000076,,,,,,,
Горная Шория,,flm0000077,,,,,,,
В уссурийской тайге,,flm0000078,,,,,,,
Die Unbesiegbaren,tt0232870,flm0000079,https://www.imdb.com/title/tt0232870/,,,,,,
Без вины виноватые,tt0037540,flm0000080,https://www.imdb.com/title/tt0037540/,,,,,,
Маскарад,tt0033886,flm0000081,https://www.imdb.com/title/tt0033886/,,,,,,
Charley's Aunt,tt0033457,flm0000082,https://www.imdb.com/title/tt0033457/,,,,,,
Рождение радио,,flm0000083,,,,,,,
Наука и техника №29 1946 г.,,flm0000084,,,,,,,
In Old Chicago,tt0029047,flm0000085,https://www.imdb.com/title/tt0029047/,,,,,,
Возрождение,,flm0000086,,,,,,,
Насреддин в Бухаре,tt0036196,flm0000087,https://www.imdb.com/title/tt0036196/,,,,,,
Дело Артамоновых,tt0033522,flm0000088,https://www.imdb.com/title/tt0033522/,,,,,,
The Hurricane,tt0029030,flm0000089,https://www.imdb.com/title/tt0029030/,,,,,,
Песни Абая,tt0175031,flm0000090,https://www.imdb.com/title/tt0175031/,,,,,,
Красная звезда (Югославия) - ЦДКА (Москва),,flm0000091,,,,,,,
Новости дня № 1 1946 г.,,flm0000092,,,,,,,
Новости дня № 2 1946 г.,,flm0000093,,,,,,,
Учитель,tt0032070,flm0000094,https://www.imdb.com/title/tt0032070/,,,,,,
Памятники Октября в Ленинграде,,flm0000095,,,,,,,
Новодевичий монастырь,,flm0000096,,,,,,,
Архитектура Ленинграда,,flm0000097,,,,,,,
По военно-грузинской дороге,,flm0000098,,,,,,,
По Абхазии,,flm0000099,,,,,,,
На побережье Аджарии,,flm0000100,,,,,,,
На Родине вождя,,flm0000101,,,,,,,
Цхалтубо,,flm0000102,,,,,,,
Радуга,tt0037205,flm0000103,https://www.imdb.com/title/tt0037205/,,,,,,
Берлин,tt0037537,flm0000104,https://www.imdb.com/title/tt0037537/,,,,,,
Повесть о наших детях,,flm0000105,,,,,,,
Непокоренные,tt0037941,flm0000106,https://www.imdb.com/title/tt0037941/,,,,,,
Закон великой любви,tt0038267,flm0000107,https://www.imdb.com/title/tt0038267/,,,,,,
Александр Покрышкин,,flm0000108,,,,,,,
Актриса,tt0035620,flm0000109,https://www.imdb.com/title/tt0035620/,,,,,,
Иван Грозный,tt0037824,flm0000110,https://www.imdb.com/title/tt0037824/,,,,,,
В песках Средней Азии,tt0036485,flm0000111,https://www.imdb.com/title/tt0036485/,,,,,,
Вахш,,flm0000112,,,,,,,
Бокс,,flm0000113,,,,,,,
Прыгуны,,flm0000114,,,,,,,
Великий перелом,tt0037426,flm0000115,https://www.imdb.com/title/tt0037426/,,,,,,
Будни,tt3028088,flm0000116,https://www.imdb.com/title/tt3028088/,,,,,,
Любимая девушка,tt0173996,flm0000117,https://www.imdb.com/title/tt0173996/,,,,,,
Гаврош,tt0175649,flm0000118,https://www.imdb.com/title/tt0175649/,,,,,,
Судебный процесс в Смоленске,tt2700662,flm0000119,https://www.imdb.com/title/tt2700662/,,,,,,
Новости дня № 3 1946 г.,,flm0000120,,,,,,,
Новости дня № 4 1946 г.,,flm0000121,,,,,,,
That Hamilton Woman,tt0034272,flm0000122,https://www.imdb.com/title/tt0034272/,,,,,,
Новости дня № 5 1946 г.,,flm0000123,,,,,,,
Возвращение Максима,tt0029740,flm0000124,https://www.imdb.com/title/tt0029740/,,,,,,
Свадьба,tt0037332,flm0000125,https://www.imdb.com/title/tt0037332/,,,,,,
Человек в футляре,tt0252315,flm0000126,https://www.imdb.com/title/tt0252315/,,,,,,
Song of Russia,tt0036378,flm0000127,https://www.imdb.com/title/tt0036378/,,,,,,
Наш кандидат О. Ф. Леонова,,flm0000128,,,,,,,
Цирк,tt0028420,flm0000129,https://www.imdb.com/title/tt0028420/,,,,,,
Наш кандидат Д. Н. Чечулин,,flm0000130,,,,,,,
Наш кандидат - президент Академии Наук СССР С. И. Вавилов,,flm0000131,,,,,,,
Наш кандидат Н. Л. Булганин,,flm0000132,,,,,,,
Новости дня № 6 1946 г.,,flm0000133,,,,,,,
Новости дня № 7 1946 г.,,flm0000134,,,,,,,
Новости дня № 8 1946 г.,,flm0000135,,,,,,,
Жди меня,tt0036558,flm0000136,https://www.imdb.com/title/tt0036558/,,,,,,
"Edison, the Man",tt0032432,flm0000137,https://www.imdb.com/title/tt0032432/,,,,,,
Последняя ночь,tt0028131,flm0000138,https://www.imdb.com/title/tt0028131/,,,,,,
Зигмунд Колосовский,tt0038272,flm0000139,https://www.imdb.com/title/tt0038272/,,,,,,
Небесные гости,,flm0000140,,,,,,,
Земля в пространстве,,flm0000141,,,,,,,
Черевички,tt5125104,flm0000142,https://www.imdb.com/title/tt5125104/,,,,,,
Танцы народов СССР,,flm0000143,,,,,,,
Give Us This Night,tt0027680,flm0000144,https://www.imdb.com/title/tt0027680/,,,,,,
Музыкальная история,tt0032825,flm0000145,https://www.imdb.com/title/tt0032825/,,,,,,
Новости дня № 10 1946 г.,,flm0000146,,,,,,,
Новости дня № 11 1946 г.,,flm0000147,,,,,,,
Наука и техника №63 1946 г.,,flm0000148,,,,,,,
Это было в Донбассе,tt0037684,flm0000149,https://www.imdb.com/title/tt0037684/,,,,,,
Освобожденная Чехословакия,tt18592290,flm0000150,https://www.imdb.com/title/tt18592290/,,,,,,
Опыты академика Павлова,,flm0000151,,,,,,,
Иудушка Головлев,tt0164542,flm0000152,https://www.imdb.com/title/tt0164542/,,,,,,
Мы из Кронштадта,tt0028012,flm0000153,https://www.imdb.com/title/tt0028012/,,,,,,
Новости дня № 12 1946 г.,,flm0000154,,,,,,,
Новости дня № 13 1946 г.,,flm0000155,,,,,,,
Elephant Boy,tt0028827,flm0000156,https://www.imdb.com/title/tt0028827/,,,,,,
Кармелюк,tt6689322,flm0000157,https://www.imdb.com/title/tt6689322/,,,,,,
Каин и Артем,tt0130054,flm0000158,https://www.imdb.com/title/tt0130054/,,,,,,
"Здравствуй, Москва!",tt0038594,flm0000159,https://www.imdb.com/title/tt0038594/,,,,,,
Новости дня № 14 1946 г.,,flm0000160,,,,,,,
Возвращение,tt0240187,flm0000161,https://www.imdb.com/title/tt0240187/,,,,,,
Советский спорт № 1 1946 г.,,flm0000162,,,,,,,
Пышка,tt0025691,flm0000163,https://www.imdb.com/title/tt0025691/,,,,,,
Монголия,,flm0000164,,,,,,,
Коллежский регистратор,tt0015997,flm0000165,https://www.imdb.com/title/tt0015997/,,,,,,
Юные музыканты,,flm0000166,,,,,,,
The Three Musketeers,tt0032028,flm0000167,https://www.imdb.com/title/tt0032028/,,,,,,
Пятнадцатилетний капитан,tt0038841,flm0000168,https://www.imdb.com/title/tt0038841/,,,,,,
Трактористы,tt0032050,flm0000169,https://www.imdb.com/title/tt0032050/,,,,,,
Таджикистан,tt0240070,flm0000170,https://www.imdb.com/title/tt0240070/,,,,,,
Советские спортсмены в Норвегии,,flm0000171,,,,,,,
Небесный тихоход,tt0129257,flm0000172,https://www.imdb.com/title/tt0129257/,,,,,,
Господин Великий Новгород,,flm0000173,,,,,,,
Under Your Spell,tt0028443,flm0000174,https://www.imdb.com/title/tt0028443/,,,,,,
Пионерия № 2 1946 г.,,flm0000175,,,,,,,
Мои университеты,tt0032802,flm0000176,https://www.imdb.com/title/tt0032802/,,,,,,
Закройщик из Торжка,tt0016559,flm0000177,https://www.imdb.com/title/tt0016559/,,,,,,
Юбилей,tt0037477,flm0000178,https://www.imdb.com/title/tt0037477/,,,,,,
Хирургия,tt6620158,flm0000179,https://www.imdb.com/title/tt6620158/,,,,,,
На процессе главных военных преступников в Нюрнберге,,flm0000180,,,,,,,
Владимир Маяковский,,flm0000181,,,,,,,
Чайковский,,flm0000182,,,,,,,
В дальнем плавании,tt0306181,flm0000183,https://www.imdb.com/title/tt0306181/,,,,,,
Советское искусство,,flm0000184,,,,,,,
"Будем, как Ленин",,flm0000185,,,,,,,
Георгий Саакадзе 1 серия,tt0034781,flm0000186,https://www.imdb.com/title/tt0034781/,,,,,,
Каменный цветок,tt0038666,flm0000187,https://www.imdb.com/title/tt0038666/,,,,,,
Волга-Волга,tt0030947,flm0000188,https://www.imdb.com/title/tt0030947/,,,,,,
Иран,,flm0000189,,,,,,,
Советский спорт №3 1946 г.,,flm0000190,,,,,,,
Советский спорт № 3 1946 г.,,flm0000191,,,,,,,
Новости дня № 24 1946 г.,,flm0000192,,,,,,,
Новости дня № 25 1946 г.,,flm0000193,,,,,,,
Новости дня № 26 1946 г.,,flm0000194,,,,,,,
Новые похождения Швейка,tt0036221,flm0000195,https://www.imdb.com/title/tt0036221/,,,,,,
Девушка с характером,tt0239342,flm0000196,https://www.imdb.com/title/tt0239342/,,,,,,
Последний аттракцион,tt5587450,flm0000197,https://www.imdb.com/title/tt5587450/,,,,,,
Беспокойное хозяйство,tt0038350,flm0000198,https://www.imdb.com/title/tt0038350/,,,,,,
Первое мая,,flm0000199,,,,,,,
Солнечное племя,,flm0000200,,,,,,,
Кащей Бессмертный,tt0167227,flm0000201,https://www.imdb.com/title/tt0167227/,,,,,,
Высокая награда,tt0337446,flm0000202,https://www.imdb.com/title/tt0337446/,,,,,,
Сила жизни,,flm0000203,,,,,,,
Югославия,tt0240238,flm0000204,https://www.imdb.com/title/tt0240238/,,,,,,
Сыновья,tt0039006,flm0000205,https://www.imdb.com/title/tt0039006/,,,,,,
The Great Waltz,tt0030202,flm0000206,https://www.imdb.com/title/tt0030202/,,,,,,
Bambi,tt0034492,flm0000207,https://www.imdb.com/title/tt0034492/,,,,,,
Наездник из Кабарды,,flm0000208,,,,,,,
The Thief of Bagdad,tt0033152,flm0000209,https://www.imdb.com/title/tt0033152/,,,,,,
Гроза,tt0025207,flm0000210,https://www.imdb.com/title/tt0025207/,,,,,,
Случай в вулкане,tt0034201,flm0000211,https://www.imdb.com/title/tt0034201/,,,,,,
Человек из ресторана,,flm0000212,,,,,,,
Цветущий сад,,flm0000213,,,,,,,
Детство Горького,tt0030055,flm0000214,https://www.imdb.com/title/tt0030055/,,,,,,
В людях,tt0032086,flm0000215,https://www.imdb.com/title/tt0032086/,,,,,,
The Men in Her Life,tt0033900,flm0000216,https://www.imdb.com/title/tt0033900/,,,,,,
Максим Горький,,flm0000217,,,,,,,
Новости дня № 32 1946 г.,,flm0000218,,,,,,,
Новости дня № 33 1946 г.,,flm0000219,,,,,,,
Пребывание советской делегации иностранных дел в Париже,,flm0000220,,,,,,,
Враги 1 серия,tt0046526,flm0000221,https://www.imdb.com/title/tt0046526/,,,,,,
Враги 2 серия,tt0046526,flm0000222,https://www.imdb.com/title/tt0046526/,,,,,,
Мечта,tt0033889,flm0000223,https://www.imdb.com/title/tt0033889/,,,,,,
Аринка,tt0239240,flm0000224,https://www.imdb.com/title/tt0239240/,,,,,,
Восстановители магистрали,,flm0000225,,,,,,,
Богатая невеста,tt0029932,flm0000226,https://www.imdb.com/title/tt0029932/,,,,,,
Золотой ключик,tt0032162,flm0000227,https://www.imdb.com/title/tt0032162/,,,,,,
Антон Иванович сердится,tt0033346,flm0000228,https://www.imdb.com/title/tt0033346/,,,,,,
Освобожденная земля,tt0038811,flm0000229,https://www.imdb.com/title/tt0038811/,,,,,,
Проводы советских войск в Иране,,flm0000230,,,,,,,
Новости дня № 36 1946 г.,,flm0000231,,,,,,,
Большая вселенная,,flm0000232,,,,,,,
По щучьему велению,tt0030593,flm0000233,https://www.imdb.com/title/tt0030593/,,,,,,
Новости дня № 37 1946 г.,,flm0000234,,,,,,,
Два бойца,tt0036782,flm0000235,https://www.imdb.com/title/tt0036782/,,,,,,
Мультипликационные фильмы,,flm0000236,,,,,,,
Дети капитана Гранта,tt0027516,flm0000237,https://www.imdb.com/title/tt0027516/,,,,,,
Веселые ребята,tt0025946,flm0000238,https://www.imdb.com/title/tt0025946/,,,,,,
Новости дня № 38 1946 г.,,flm0000239,,,,,,,
Василиса Прекрасная,tt0167474,flm0000240,https://www.imdb.com/title/tt0167474/,,,,,,
Международная солидарность женщин - большая сила,,flm0000241,,,,,,,
Давид Гурамишвили,tt0236138,flm0000242,https://www.imdb.com/title/tt0236138/,,,,,,
Новости дня № 39 1946 г.,,flm0000243,,,,,,,
Новости дня № 40 1946 г.,,flm0000244,,,,,,,
Новости дня № 41 1946 г.,,flm0000245,,,,,,,
Ночь в сентябре,tt0031728,flm0000246,https://www.imdb.com/title/tt0031728/,,,,,,
Депутат Балтики,tt0027509,flm0000247,https://www.imdb.com/title/tt0027509/,,,,,,
Морской ястреб,tt0239667,flm0000248,https://www.imdb.com/title/tt0239667/,,,,,,
Клятва,tt0038673,flm0000249,https://www.imdb.com/title/tt0038673/,,,,,,
Фронтовой кинооператор Сушинский,tt6641376,flm0000250,https://www.imdb.com/title/tt6641376/,,,,,,
Во имя Родины,tt0036505,flm0000251,https://www.imdb.com/title/tt0036505/,,,,,,
Новости дня № 42 1946 г.,,flm0000252,,,,,,,
Арсен,tt0169566,flm0000253,https://www.imdb.com/title/tt0169566/,,,,,,
Новости дня № 43 1946 г.,,flm0000254,,,,,,,
Девушки Ленинграда,,flm0000255,,,,,,,
Jungle Book,tt0034928,flm0000256,https://www.imdb.com/title/tt0034928/,,,,,,
Воздушный десант,,flm0000257,,,,,,,
Партийный билет,tt0028089,flm0000258,https://www.imdb.com/title/tt0028089/,,,,,,
Специальные выпуски о международном футбольном матче,,flm0000259,,,,,,,
Донбасс,tt2238550,flm0000260,https://www.imdb.com/title/tt2238550/,,,,,,
Новости дня № 47 1946 г.,,flm0000261,,,,,,,
Синегория,tt0297395,flm0000262,https://www.imdb.com/title/tt0297395/,,,,,,
Дубровский,tt0027554,flm0000263,https://www.imdb.com/title/tt0027554/,,,,,,
Петербургская ночь,tt0025648,flm0000264,https://www.imdb.com/title/tt0025648/,,,,,,
Тринадцать,tt0028413,flm0000265,https://www.imdb.com/title/tt0028413/,,,,,,
Богдан Хмельницкий,tt0033422,flm0000266,https://www.imdb.com/title/tt0033422/,,,,,,
The North Star,tt0036217,flm0000267,https://www.imdb.com/title/tt0036217/,,,,,,
Златые горы,tt0022595,flm0000268,https://www.imdb.com/title/tt0022595/,,,,,,
Белый клык,tt0166520,flm0000269,https://www.imdb.com/title/tt0166520/,,,,,,
"День Авиации, праздник на Тушинском аэродроме 18 августа 1946 г.",,flm0000270,,,,,,,
Новости дня № 49 1946 г.,,flm0000271,,,,,,,
Tsogt taij,tt0851564,flm0000272,https://www.imdb.com/title/tt0851564/,,,,,,
Новости дня № 50 1946 г.,,flm0000273,,,,,,,
Бабы,tt0265059,flm0000274,https://www.imdb.com/title/tt0265059/,,,,,,
Новости дня № 51 1946 г.,,flm0000275,,,,,,,
Новости дня № 52 1946 г.,,flm0000276,,,,,,,
Родные поля,tt0175947,flm0000277,https://www.imdb.com/title/tt0175947/,,,,,,
Молодость нашей страны,tt0171539,flm0000278,https://www.imdb.com/title/tt0171539/,,,,,,
Новости дня № 53 1946 г.,,flm0000279,,,,,,,
Земля вертится,,flm0000280,,,,,,,
Затмение солнца и луны,,flm0000281,,,,,,,
Живая клетка,,flm0000282,,,,,,,
Нервная система,,flm0000283,,,,,,,
Сердце человека,,flm0000284,,,,,,,
Органы движения,,flm0000285,,,,,,,
Кровь,,flm0000286,,,,,,,
Регуляторы жизни,,flm0000287,,,,,,,
Советский спорт № 10 1946 г.,,flm0000288,,,,,,,
Советский спорт № 11 1946 г.,,flm0000289,,,,,,,
Таинственный остров,tt0034260,flm0000290,https://www.imdb.com/title/tt0034260/,,,,,,
Сын полка,tt0039005,flm0000291,https://www.imdb.com/title/tt0039005/,,,,,,
День таксистов,,flm0000292,,,,,,,
Сибирь,,flm0000293,,,,,,,
Советская Якутия,,flm0000294,,,,,,,
Ущелье Аламасов,tt0187569,flm0000295,https://www.imdb.com/title/tt0187569/,,,,,,
Советская Хакассия,,flm0000296,,,,,,,
В горах Югославии,tt0038638,flm0000297,https://www.imdb.com/title/tt0038638/,,,,,,
Удмуртия,,flm0000298,,,,,,,
Новости дня № 57 1946 г.,,flm0000299,,,,,,,
Новости дня № 58 1946 г.,,flm0000300,,,,,,,
Новости дня № 59 1946 г.,,flm0000301,,,,,,,
Человек №217,tt0037589,flm0000302,https://www.imdb.com/title/tt0037589/,,,,,,
К пребыванию в Москве участников сессии Исполкома Международной Демократической Федерации женщин,,flm0000303,,,,,,,
Советский спорт № 12 1946 г.,,flm0000304,,,,,,,
Советский спорт № 13 1946 г.,,flm0000305,,,,,,,
Новости дня № 62 1946 г.,,flm0000306,,,,,,,
Суд народов,tt0244109,flm0000307,https://www.imdb.com/title/tt0244109/,,,,,,
День артиллерии,,flm0000308,,,,,,,
Кубок СССР по футболу,,flm0000309,,,,,,,
Мастера сцены (МХАТ),tt0038732,flm0000310,https://www.imdb.com/title/tt0038732/,,,,,,
Пребывание в Москве делегации депутатов законодательного собрания Чехословацкой Республики,,flm0000311,,,,,,,
Пятый океан,tt0232418,flm0000312,https://www.imdb.com/title/tt0232418/,,,,,,
Истребители,tt0031498,flm0000313,https://www.imdb.com/title/tt0031498/,,,,,,
Последний табор,tt0027708,flm0000314,https://www.imdb.com/title/tt0027708/,,,,,,
Секретарь Райкома,tt0035304,flm0000315,https://www.imdb.com/title/tt0035304/,,,,,,
Доктор Калюжный,tt0230149,flm0000316,https://www.imdb.com/title/tt0230149/,,,,,,
Клятва Тимура,tt0034949,flm0000317,https://www.imdb.com/title/tt0034949/,,,,,,
Юность Максима,tt0027235,flm0000318,https://www.imdb.com/title/tt0027235/,,,,,,
Пионерия №9 1946 г.,,flm0000319,,,,,,,
Пионерия № 9 1946 г.,,flm0000320,,,,,,,
Пионерия № 10 1946 г.,,flm0000321,,,,,,,
Джульбарс,tt0332012,flm0000322,https://www.imdb.com/title/tt0332012/,,,,,,
Новости дня № 67 1946 г.,,flm0000323,,,,,,,
Новости дня № 68 1946 г.,,flm0000324,,,,,,,
Новости дня № 69 1946 г.,,flm0000325,,,,,,,
На сессии Генеральной Ассамблеи Организации Объединенных Наций,,flm0000326,,,,,,,
29-й октябрь,,flm0000327,,,,,,,
Остров Безымянный,tt0236558,flm0000328,https://www.imdb.com/title/tt0236558/,,,,,,
Руслан и Людмила,tt0239924,flm0000329,https://www.imdb.com/title/tt0239924/,,,,,,
Новости дня № 70 1946 г.,,flm0000330,,,,,,,
Новости дня № 71 1946 г.,,flm0000331,,,,,,,
Большая жизнь,tt0032268,flm0000332,https://www.imdb.com/title/tt0032268/,,,,,,
Адмирал Нахимов,tt0039132,flm0000333,https://www.imdb.com/title/tt0039132/,,,,,,
Личное дело,tt0188138,flm0000334,https://www.imdb.com/title/tt0188138/,,,,,,
На сессии генеральной ассамблеи ООН. Новости дня,,flm0000335,,,,,,,
Сердце родины,,flm0000336,,,,,,,
Новости дня № 73 1947 г.,,flm0000337,,,,,,,
Сокровища горной Шории,,flm0000338,,,,,,,
Советская Эстония,tt6697274,flm0000339,https://www.imdb.com/title/tt6697274/,,,,,,
Путешествие по родному краю,,flm0000340,,,,,,,
Александр Пархоменко,tt0034443,flm0000341,https://www.imdb.com/title/tt0034443/,,,,,,
От Вислы до Одера,,flm0000342,,,,,,,
Разгром немецких войск под Москвой,tt0035085,flm0000343,https://www.imdb.com/title/tt0035085/,,,,,,
Семеро смелых,tt0028237,flm0000344,https://www.imdb.com/title/tt0028237/,,,,,,
К пребыванию в Москве Монтгомери,,flm0000345,,,,,,,
Новости дня № 1 1947 г.,,flm0000346,,,,,,,
Новости дня № 4 1947 г.,,flm0000347,,,,,,,
Петр Первый 1 серия,tt0029405,flm0000348,https://www.imdb.com/title/tt0029405/,,,,,,
Болгария,,flm0000349,,,,,,,
Котовский,tt0036083,flm0000350,https://www.imdb.com/title/tt0036083/,,,,,,
Первая перчатка,tt0039699,flm0000351,https://www.imdb.com/title/tt0039699/,,,,,,
Киноконцерт 1941,tt0033789,flm0000352,https://www.imdb.com/title/tt0033789/,,,,,,
Битва за нашу советскую Украину,tt0035702,flm0000353,https://www.imdb.com/title/tt0035702/,,,,,,
Великий гражданин 1 серия,tt0029726,flm0000354,https://www.imdb.com/title/tt0029726/,,,,,,
Возрождение Сталинграда,tt6689830,flm0000355,https://www.imdb.com/title/tt6689830/,,,,,,
Новости дня № 6 1947 г.,,flm0000356,,,,,,,
Советский спорт № 1 1947 г.,,flm0000357,,,,,,,
Советская Киргизия,,flm0000358,,,,,,,
Глинка,tt0038566,flm0000359,https://www.imdb.com/title/tt0038566/,,,,,,
Киносборник научно-популярных фильмов № 1 1947 г.,,flm0000360,,,,,,,
Советский спорт № 2 1947 г.,,flm0000361,,,,,,,
Советская Латвия,tt19010598,flm0000362,https://www.imdb.com/title/tt19010598/,,,,,,
К 29-й годовщине Советской Армии,,flm0000363,,,,,,,
Крейсер Варяг,tt0177893,flm0000364,https://www.imdb.com/title/tt0177893/,,,,,,
Новости дня № 10 1947 г.,,flm0000365,,,,,,,
Новости дня № 11 1947 г.,,flm0000366,,,,,,,
Новости дня № 12 1947 г.,,flm0000367,,,,,,,
Весенний поток,tt0351946,flm0000368,https://www.imdb.com/title/tt0351946/,,,,,,
Танкер «Дербент»,tt6680502,flm0000369,https://www.imdb.com/title/tt6680502/,,,,,,
Друзья,tt0030083,flm0000370,https://www.imdb.com/title/tt0030083/,,,,,,
Die Frau meiner Träume,tt0036838,flm0000371,https://www.imdb.com/title/tt0036838/,,,,,,
Великий всенародный праздник,,flm0000372,,,,,,,
Во имя жизни,tt0039085,flm0000373,https://www.imdb.com/title/tt0039085/,,,,,,
