person_id,person_name,IMDb_ID
per0003681,Ellen Frank,nm0290921
per0003682,Gerhard Dammann,nm0198889
per0003683,Herbert Gernot,nm0314645
per0003684,Annemarie Sörensen,nm0845584
per0003685,Hans Ritter,nm0728753
per0003686,Fritz Odemar,nm0643997
per0003687,Lissy Arna,nm0035964
per0003688,Eugen Rex,nm0720979
per0003689,Walter Steinbeck,nm0825709
per0003690,Lotte Lang,nm0485834
per0003691,Hans Kern,nm0449458
per0003692,Elfriede Datzig,nm0202200
per0003693,Fritz Imhoff,nm0408188
per0003694,Georg Schäfer und sein Eisballett,nm3224543
per0003695,Polly Koß,nm0469055
per0003696,Hans Schott-Schöbinger,nm0774952
per0003697,Wolf Albach-Retty,nm0016208
per0003698,Olly Holzmann,nm0392852
per0003699,Hans Olden,nm0646089
per0003700,Otto Hartmann,nm0367110
per0003701,Josef Menschik,nm0579807
per0003702,Oskar Sima,nm0003267
per0003703,Petra Trautmann,nm0871218
per0003704,Inna Kondrateva,nm0464965
per0003705,Zdislav Stomma,nm0831682
per0003706,Gleb Glebov,nm0322378
per0003707,Helmut Brasch,nm0105341
per0003708,Hermann Wagner,nm0905926
per0003709,Peter Höfer,nm0405818
per0003710,Aribert Grimmer,nm0342312
per0003711,Herbert Wilk,nm0929019
per0003712,Karl Jüstel,nm1073099
per0003713,Gustav Knuth,nm0003585
per0003714,Rolf Heydel,nm0382174
per0003715,Friedrich Domin,nm0231431
per0003716,Michele Danton,nm2067136
per0003717,Herbert Klatt,nm0458363
per0003718,Maria Caniglia,nm0133979
per0003719,Carlo Campanini,nm0132135
per0003720,Tito Gobbi,nm0323583
per0003721,Michele Riccardini,nm0723168
per0003722,Constance Dowling,nm0235823
per0003723,Franca Marzi,nm0555807
per0003724,Gina Lollobrigida,nm0518178
per0003725,Gino Bechi,nm0064896
per0003726,Arturo Bragaglia,nm0103854
per0003727,Aroldo Tieri,nm0862904
per0003728,Felice Romano,nm0738880
per0003729,Gino Scotti,nm0779993
per0003730,Nives Poli,nm0689061
per0003731,Aldo Silvani,nm0798570
per0003732,Nico Pepe,nm0672496
per0003733,Rudi Godden,nm0323868
per0003734,Hedi Höpfner,nm0405963
per0003735,Margot Höpfner,nm0405964
per0003736,Hermann Pfeiffer,nm0679419
per0003737,Barbara Galloni,nm0303124
per0003738,Fritz Linn,nm0512984
per0003739,Mady Rahl,nm0706703
per0003740,Alfred Stratmann,nm0833598
per0003741,Eva Tinschmann,nm0864043
per0003742,Marie Sera,nm0784777
per0003743,B. Tsu-yun-khan,nm2801113
per0003744,Yelizaveta Naydonova,nm1487657
per0003745,Adil Isgändärov,nm0411230
per0003746,B. Shigin,nm2798342
per0003747,Lev Mirsky,nm2798087
per0003748,Eric Helgar,nm0375078
per0003749,Lizzi Waldmüller,nm0907216
per0003750,Walter Landengast,nm0991853
per0003751,Albrecht Schoenhals,nm0774467
per0003752,Beniamino Gigli,nm0317617
per0003753,Elsa Wagner,nm0905876
per0003754,Paul Ludwig Frey,nm1763449
per0003755,Harry Langewisch,nm0486363
per0003756,Rudolf Blümner,nm0090104
per0003757,Fritz Rasp,nm0003248
per0003758,Harald Kreutzberg,nm0471052
per0003759,Hanz von Uritz,nm0903158
per0003760,Arthur Wiesner,nm0927653
per0003761,Peter Martin Urtel,nm0552901
per0003762,Werner Krauss,nm0470328
per0003763,Ádám Szirtes,nm0844141
per0003764,Lajos Kelemen,nm0445441
per0003765,Mariska Vízváry,nm0900446
per0003766,Zoltán Makláry,nm0538672
per0003767,Ferike Vidor,nm0896536
per0003768,Miklós Pataki,nm0665229
per0003769,István Egri,nm0251114
per0003770,Tibor Molnár,nm0597192
per0003771,Imre Soós,nm0816453
per0003772,György Solthy,nm0813611
per0003773,László Bánhidi,nm0126559
per0003774,Lajos Gárday,nm0350660
per0003775,Viola Orbán,nm0649426
per0003776,Lajos Mányai,nm0617245
per0003777,Vadim Svirskiy,nm2350189
per0003778,Vitya Tsoy,nm8675776
per0003779,Yuriy Zhestovskiy,nm8675775
per0003780,Mikhail Boitsov,nm2349049
per0003781,Sergey Uspenskiy,nm8675774
per0003782,Viktor Braun,nm0105873
per0003783,Tibor Halmay,nm0356836
per0003784,Hermann Erhardt,nm0258919
per0003785,Ernst Arnold,nm0036438
per0003786,Oskar Wegrostek,nm0917535
per0003787,Hans Moser,nm0002379
per0003788,Inge Egger,nm0250900
per0003789,Robert Lindner,nm0512041
per0003790,Otto Glaser,nm0321848
per0003791,Helli Servi,nm0785816
per0003792,Paula Pfluger,nm0679548
per0003793,Franz Pfaudler,nm0679339
per0003794,Nikolay Aslanov,nm1879998
per0003795,G. Yegorova,nm0947273
per0003796,Grigoriy Merlinskiy,nm8268901
per0003797,Dmitri Dorlyak,nm0233751
per0003798,I. Inkizhinov,nm0409109
per0003799,I. Dedintsev,nm0214113
per0003800,Bilinskaya,nm2227217
per0003801,Viktor Tsoppi,nm0875154
per0003802,Valéry Inkijinoff,nm0409105
per0003803,Anel Sudakevich,nm0837133
per0003804,Leonid Obolensky,nm0643437
per0003805,V. Pro,nm0698206
per0003806,Philippe Richard,nm0723876
per0003807,Jean Pâqui,nm0701722
per0003808,Marcel Dalio,nm0197950
per0003809,Jean-Louis Barrault,nm0056761
per0003810,Roger Blin,nm0088436
per0003811,Dalméras,nm0198169
per0003812,Jany Holt,nm0392447
per0003813,Gaston Dubosc,nm0239499
per0003814,Sylvie Gance,nm0304103
per0003815,André Nox,nm0637496
per0003816,Georges Paulais,nm0667064
per0003817,Harry Baur,nm0062428
per0003818,André Bertic,nm0078067
per0003819,Georges Saillard,nm0756543
per0003820,Jane Marken,nm0548355
per0003821,Jean Debucourt,nm0213581
per0003822,Annie Ducaux,nm0239733
per0003823,Jaromír Spal,nm0819998
per0003824,Marie Vásová,nm0904662
per0003825,Jaroslava Panenková,nm2479941
per0003826,Marie Rydlova,nm1855314
per0003827,Miroslav Homola,nm0393027
per0003828,Jaroslav Prucha,nm0699138
per0003829,Vítezslav Bocek,nm0090571
per0003830,Václav Svorc,nm0841373
per0003831,Jaroslav Marvan,nm0555494
per0003832,Antonín Sura,nm0839521
per0003833,Jaroslav Mares,nm0546478
per0003834,Robert Vrchota,nm0904035
per0003835,Eva Karelová,nm1773320
per0003836,Vladimír Smeral,nm0806819
per0003837,Zofia Jamry,nm0417258
per0003838,Zofia Mrozowska,nm0610731
per0003839,Józef Maliszewski,nm0539746
per0003840,Beata Artemska,nm0037671
per0003841,Stanislaw Lapinski,nm0487581
per0003842,Janina Ordezanka,nm0649512
per0003843,Konstanty Pagowski,nm0656557
per0003844,Helena Puchniewska,nm0699805
per0003845,Jan Kurnakowicz,nm0475818
per0003846,Jan Swiderski,nm0842536
per0003847,Danuta Szaflarska,nm0843686
per0003848,Ludwik Tatarski,nm0851087
per0003849,Jerzy Duszynski,nm0244733
per0003850,Maria Bielicka,nm0081417
per0003851,Janina Draczewska,nm0236633
per0003852,Stanislawa Piasecka,nm0681266
per0003853,Hanka Bielicka,nm0081416
per0003854,István Dózsa,nm0236556
per0003855,Erzsi Balogh,nm0051026
per0003856,Ferenc Ladányi,nm0480661
per0003857,Zoltán Várkonyi,nm0904651
per0003858,Gábor Rajnay,nm0707457
per0003859,Ferenc Horváth,nm0395738
per0003860,Jenõ Horváth,nm8659184
per0003861,Miklós Bellák,nm0069285
per0003862,Lajos Básti,nm0126607
per0003863,Károly Bicskey,nm0081094
per0003864,Sándor Szabó,nm0843661
per0003865,Klári Tolnay,nm0866181
per0003866,László Földényi,nm0299720
per0003867,Lenke Lorán,nm0521228
per0003868,Guriy Usoltsev,nm0882405
per0003869,Ivan Ageychenkov,nm3892797
per0003870,Isma Bogatov,nm3077327
per0003871,Mikhail Zayatsky,nm3078658
per0003872,V. Metlov,nm3892577
per0003873,Viktor Smirnov,nm6142011
per0003874,Josef Chvalina,nm0161556
per0003875,Ctibor Kovác,nm0468448
per0003876,Oldrich Hoblík,nm0387705
per0003877,A. Urasalyev,nm0881575
per0003878,Oleg Frelikh,nm0293993
per0003879,Marie Nováková,nm0636938
per0003880,K. Roden,nm0734557
per0003881,N. Petrunkin,nm12137565
per0003882,Nikolay Sibeikin,nm1041535
per0003883,Yuliya Borisova,nm0096865
per0003884,Carsta Löck,nm0530424
per0003885,Liselotte Lieck,nm0509550
per0003886,Kurt Liebenau,nm0509316
per0003887,Camilla Spira,nm0819017
per0003888,Yvonne Sturm,nm1034436
per0003889,Hanni Herter,nm1052604
per0003890,Hans Alexander,nm0018459
per0003891,Lothar Firmans,nm0278692
per0003892,Yvonne Merin,nm0580788
per0003893,Walter Bluhm,nm0089611
per0003894,Ursula Diestel,nm0226165
per0003895,Brigitte Krause,nm0470183
per0003896,Ilya Günten,nm1052555
per0003897,Susi Deitz,nm0215147
per0003898,Walter Gross,nm0343511
per0003899,Ekaterina Savinova,nm0767769
per0003900,S. Ilya,nm0407928
per0003901,A. Otradin,nm0652963
per0003902,Klavdia Chebyshyova,nm4865937
per0003903,T. Kotelnikova,nm3643322
per0003904,L. Dedintsev,nm2146133
per0003905,Vladimir Korsh-Sablin,nm0466691
per0003906,Mstislav Kotelnikov,nm0467656
per0003907,Vassiliy Makarov,nm1180240
per0003908,P. Rozhitsky,nm6954059
per0003909,Stepan Borisov,nm0096847
per0003910,Leonid Danilov,nm2137768
per0003911,Harry Hindemith,nm0385518
per0003912,Alfred Balthoff,nm0051214
per0003913,Dolores Holve,nm0392719
per0003914,Inge Landgut,nm0484737
per0003915,Irene Korb,nm0466028
per0003916,Eduard Wandrey,nm0910802
per0003917,Angelika Hurwicz,nm0403781
per0003918,Hans Emons,nm0256604
per0003919,Helmuth Helsig,nm0375845
per0003920,Paul Edwin Roth,nm0744974
per0003921,Friedrich Honna,nm0393364
per0003922,Ina Halley,nm0356500
per0003923,Siegmar Schneider,nm0774024
per0003924,Alan Cunningham,nm0192226
per0003925,Wilhelm von Thoma,nm1451805
per0003926,Erwin Rommel,nm0739683
per0003927,Alan Brooke,nm0111684
per0003928,Winston Churchill,nm0161476
per0003929,Arthur Tedder,nm0853714
per0003930,Henry Harwood,nm0367815
per0003931,Claude Auchinleck,nm0041490
per0003932,Harold Alexander,nm0018460
per0003933,Bernard L. Montgomery,nm0599728
per0003934,Vergiliy Renin,nm0719553
per0003935,Leonid Kotov,nm6630080
per0003936,Yudif Glizer,nm0322925
per0003937,Lise Graf,nm0333721
per0003938,Hélène Gerber,nm0314110
per0003939,Catherine Monot,nm0598415
per0003940,Jean-Pierre Grenier,nm0340235
per0003941,Loleh Bellon,nm0069196
per0003942,Gaston Modot,nm0595321
per0003943,Serge Grave,nm0336183
per0003944,Marie-Hélène Dasté,nm0202121
per0003945,Pierre Français,nm1770028
per0003946,Paul Frankeur,nm0291289
per0003947,Jean Desailly,nm0220852
per0003948,René Lefèvre,nm0499151
per0003949,Yvette Etiévant,nm0959923
per0003950,Suzanne Demars,nm1659372
per0003951,Guy Favières,nm0269423
per0003952,Léon Larive,nm0488216
per0003953,Lenvlad Turkin,nm1138442
per0003954,B. Saraliyev,nm1137975
per0003955,Ioakim Maksimov-Koshkinskiy,nm1137148
per0003956,Muratbek Ryskulov,nm0753454
per0003957,Kenenbai Kozhabekov,nm0468830
per0003958,Nurmukhan Zhanturin,nm0955480
per0003959,Zana Zanoni,nm0953099
per0003960,Gulfairus Ismailova,nm1136560
per0003961,Yuri Leonidov,nm0503071
per0003962,Paul Esser,nm0261375
per0003963,Helmut Bautzmann,nm1140800
per0003964,Karl Heinz Deickert,nm0215037
per0003965,Reinhard Kolldehoff,nm0464170
per0003966,Rudi Beil,nm2607543
per0003967,Helmut Hain,nm2602004
per0003968,Hugo Kalthoff,nm0436234
per0003969,Gerd Ewert,nm2585014
per0003970,Klemens Herzberg,nm2217659
per0003971,Kitty Franke,nm2599495
per0003972,Walther Diehl,nm0225976
per0003973,Siegfried Andrich,nm2605961
per0003974,Sándor Kömíves,nm0477866
per0003975,Teri Horváth,nm0395819
per0003976,Marcsa Simon,nm0800269
per0003977,Gábor Mádi Szabó,nm0617227
per0003978,Jóska Szilágyi,nm1340068
per0003979,Iván Darvas,nm0201780
per0003980,Miklós Szakáts,nm0843722
per0003981,Zsuzsa Bánki,nm0126564
per0003982,Margit Makay,nm0538448
per0003983,Róbert Dariday,nm1028877
per0003984,Pista Szilágyi,nm1340069
per0003985,Bruno Frejndlikh,nm0293827
per0003986,Leonid Vivyen,nm0900270
per0003987,German Khovanov,nm0451922
per0003988,Boris Smirnov,nm0807035
per0003989,Kseniya Blagoveshchenskaya,nm0086072
per0003990,Ilya Sudakov,nm0837135
per0003991,Lamberto Maggiorani,nm0536009
per0003992,Veriano Ginesi,nm0312764
per0003993,Elena Altieri,nm0022821
per0003994,Gino Saltamerenda,nm0759031
per0003995,Vittorio Antonucci,nm0031509
per0003996,Giulio Chiari,nm0157058
per0003997,Enzo Staiola,nm0821543
per0003998,Lianella Carell,nm0136794
per0003999,Fausto Guerzoni,nm0346358
per0004000,Emma Druetti,nm0238494
per0004001,Giovanni Corporale,nm1188980
per0004002,Michele Sakara,nm0757129
per0004003,Eolo Capritti,nm0135679
per0004004,Carlo Jachino,nm0413063
per0004005,Ida Bracci Dorati,nm1855777
per0004006,Edith Klinger,nm0695102
per0004007,Helmut Janatsch,nm0417325
per0004008,Harry Fuß,nm0299459
per0004009,Rosl Dorena,nm0233519
per0004010,Lotte Martens,nm0551700
per0004011,Fred Hennings,nm0377457
per0004012,Nadja Tiller,nm0863302
per0004013,Erika Körner,nm0477985
per0004014,Fritz Muliar,nm0611869
per0004015,János Görbe,nm0351405
per0004016,László Misoga,nm0592877
per0004017,László Ferencz,nm0272299
per0004018,János Bagyinszky,nm0046832
per0004019,Anikó Gyarmati,nm0350410
per0004020,László Joó,nm0431688
per0004021,Ferenc Krisztián,nm1199542
per0004022,Pál Nádai,nm0618739
per0004023,Pál Jákó,nm1073068
per0004024,László Hlatky,nm0387179
per0004025,György Gonda,nm0327223
per0004026,Nutsa Mgeladze,nm2322503
per0004027,Mikhail Grishko,nm0342591
per0004028,Nugzar Mikeladze,nm0591885
per0004029,L. Gvaramadze,nm0350277
per0004030,Keto Japaridze,nm0229112
per0004031,Dudukhana Tserodze,nm0874953
per0004032,Davit Badridze,nm0046226
per0004033,Nikolay Chastiy,nm0153937
per0004034,Grigori Grigorashvili,nm0341872
per0004035,Davit Gamrekeli,nm0304029
per0004036,Jano Bagrationi,nm0046796
per0004037,Charles Granval,nm0335738
per0004038,René Bergeron,nm0074470
per0004039,Aimé Clariond,nm0163588
per0004040,Henri Bosc,nm0097727
per0004041,Yves Deniaud,nm0219087
per0004042,Joffre,nm0423635
per0004043,Alexandre Rignault,nm0726777
per0004044,Pierre Richard-Willm,nm0723918
per0004045,Ermete Zacconi,nm0951532
per0004046,André Fouché,nm0288256
per0004047,Jacques Baumer,nm0062297
per0004048,Paul Faivre,nm0265732
per0004049,Michèle Alfa,nm0019030
per0004050,Fred Pasquali,nm0664701
per0004051,Georges Colin,nm0171498
per0004052,Line Noro,nm0635719
per0004053,Marcel Herrand,nm0380304
per0004054,Louis Salou,nm0758986
per0004055,Pierre Jourdan,nm0431145
per0004056,Hélène Vercors,nm0893737
per0004057,André Marnay,nm0549409
per0004058,Jean Chaduc,nm0149465
per0004059,Lise Delamare,nm0216209
per0004060,Suzanne Lorcia,nm2123103
per0004061,Jo Dervo,nm0220700
per0004062,André Bacqué,nm0045867
per0004063,Carmen Boni,nm0094529
per0004064,Lyudmila Skopina,nm0804660
per0004065,Luiza Koshukova,nm1165705
per0004066,Lyudmila Vrublevskaya,nm1025468
per0004067,Aleksandr Vertinskiy,nm0895037
per0004068,Sofiya Pilyavskaya,nm0683689
per0004069,Boris Sitko,nm0803240
per0004070,Sabine Peters,nm0676662
per0004071,Franz Weber,nm0916565
per0004072,Willi Puhlmann,nm0700157
per0004073,Willy Domgraf-Fassbaender,nm0231421
per0004074,Theodor Vogeler,nm0900987
per0004075,Eugen Fuchs,nm0297206
per0004076,Paul Schmidtmann,nm0773310
per0004077,Margarete Klose,nm0460051
per0004078,Katharina Mayberg,nm0562229
per0004079,Mathieu Ahlersmeyer,nm0013995
per0004080,Erna Berger,nm0074173
per0004081,Kurt Reimann,nm0717800
per0004082,Angelika Hauff,nm0369234
per0004083,Tiana Lemnitz,nm0501441
per0004084,Galina Frolova,nm0296297
per0004085,Lyudmila Krasheninnikova,nm4121978
per0004086,Andrey Puntus,nm0700625
per0004087,Anatoli Chemodurov,nm0006537
per0004088,G. Smirnov,nm3634702
per0004089,Aleksandr Mikhaylov,nm5439767
per0004090,Aleksandr Levshin,nm0506298
per0004091,Korobey,nm1159472
per0004092,Mikhail Gomorov,nm0327150
per0004093,Prokhorenko,nm1160085
per0004094,Nina Poltavtseva,nm0689869
per0004095,Daniil Antonovich,nm1131834
per0004096,A. Glauberman,nm1159058
per0004097,Julia Eisenstein,nm0252078
per0004098,Konstantin Feldman,nm1158915
per0004099,Vladimir Barskiy,nm0058290
per0004100,Marusov,nm1159689
per0004101,Beatrice Vitoldi,nm0900063
per0004102,Tadeusz Gasienica-Giewont,nm1415639
per0004103,Janusz Sciwiarski,nm0778541
per0004104,Zbigniew Skowronski,nm0804812
per0004105,Adam Brodzisz,nm0111082
per0004106,Karel Beran,nm0073230
per0004107,Klemens Mielczarek,nm0539166
per0004108,Edmund Biernacki,nm0081604
per0004109,Zofia Myslakowska,nm1407418
per0004110,Tadeusz Schmidt,nm0773216
per0004111,Andrzej Krzeptowski-Bohac,nm1407061
per0004112,Stanislaw Wolinski,nm0938479
per0004113,Stanislaw Wlodek,nm1525546
per0004114,Wladyslaw Kaczmarski,nm1408572
per0004115,Michal Melina,nm0577780
per0004116,Zdzislaw Lubelski,nm0523853
per0004117,Jan Ciecierski,nm0162118
per0004118,Sufei Zhou,nm1303343
per0004119,Li Bo,nm1298291
per0004120,Baiwan Li,nm2054198
per0004121,Xingjia Qi,nm8798070
per0004122,Ying Wang,nm1303053
per0004123,Shen Yue,nm12226009
per0004124,Fengxia Du,nm1299102
per0004125,Feng Jin,nm0271802
per0004126,Yuezhi Sun,nm1302610
per0004127,Yang Yu,nm1313221
per0004128,Jingying Liu,nm12226013
per0004129,Buhua Qin,nm12226010
per0004130,Yongzuang Hua,nm1272037
per0004131,Cunzhuang Ge,nm1251446
per0004132,Yan Xue,nm12226011
per0004133,Defu Du,nm1275425
per0004134,Pu-Hua Tai,nm2321679
per0004135,Yingzhen Zhou,nm12226012
per0004136,Konstantin Tyrtov,nm0879128
per0004137,Leonid Shekhtman,nm0790938
per0004138,Nina Rusinova,nm0750798
per0004139,Y. Martsinchik,nm0554341
per0004140,Vlasta Fabiánová,nm0264646
per0004141,Zdenka Baldová,nm0049813
per0004142,Josef Bek,nm0067380
per0004143,Vladimír Ráz,nm0753590
per0004144,Sobeslav Sejk,nm0782780
per0004145,Helena Friedlová,nm0295127
per0004146,Frantisek Smolík,nm0810646
per0004147,Zdenek Stepánek,nm0827409
per0004148,Václav Voska,nm0903656
per0004149,Zdenek Díte,nm0246816
per0004150,Vera Petáková,nm0678873
per0004151,Albert Bessler,nm0078842
per0004152,Ulrich Busch,nm13158495
per0004153,Hans Fiebrandt,nm0275811
per0004154,Ilse Steppat,nm0827375
per0004155,Marianne Prenzel,nm0696046
per0004156,Friedrich Berger,nm0074180
per0004157,Paul Wagner,nm0906040
per0004158,Siegfried Dornbusch,nm0233889
per0004159,Hannes Fischer,nm0278929
per0004160,Klaus Miedel,nm0585679
per0004161,Aleksandr Pelevin,nm0670824
per0004162,Mark Pertsovskiy,nm0675714
per0004163,Nikolai Timofeyev,nm0863732
per0004164,Antonin Mikulic,nm1753674
per0004165,Vera Kalendová,nm0435687
per0004166,Emil Dlesk,nm0229349
per0004167,Ladislav Kulhánek,nm0474510
per0004168,Antonie Hegerlíková,nm0373745
per0004169,Jarmila Kurandová,nm0475573
per0004170,Svatopluk Majer,nm1224352
per0004171,Hynek Nemec,nm0625862
per0004172,J.O. Martin,nm0992625
per0004173,Josef Kemr,nm0447515
per0004174,Vladimir Dvorsky,nm1925549
per0004175,Sergey Bobrov,nm0090438
per0004176,Oleg Pototsky,nm0693181
per0004177,Tamara Chernova,nm0155952
per0004178,Ping Zhang,nm1254116
per0004179,Jiayi Wang,nm0156926
per0004180,Yanfu Yu,nm1012524
per0004181,Ping Gao,nm8843033
per0004182,Xiaofei Sun,nm8840812
per0004183,Ruqiu Ouyang,nm1280699
per0004184,Bike Wu,nm1278006
per0004185,Yiqing Yin,nm1253823
per0004186,Qi Zhang,nm1281809
per0004187,Ying Zhang,nm4642373
per0004188,Yan Wang,nm0911083
per0004189,Ke Chen,nm9769811
per0004190,Huiying Li,nm10347846
per0004191,Anton Edthofer,nm0249703
per0004192,Hansi Stork,nm0832521
per0004193,André Mattoni,nm0560410
per0004194,Hilde Foeda,nm0283793
per0004195,Lizzi Holzschuh,nm0392869
per0004196,Leopold Hainisch,nm0354329
per0004197,Judith Holzmeister,nm0392855
per0004198,Vera Schmid,nm0772742
per0004199,Friedrich Richter,nm0725246
per0004200,Helmut Heyne,nm0382319
per0004201,Inge von Wangenheim,nm0291150
per0004202,Fritz Tillmann,nm0863429
per0004203,Horst Koch,nm1050053
per0004204,Gotthart Portloff,nm0692434
per0004205,Horst Drinda,nm0218938
per0004206,Knut Hartwig,nm0367310
per0004207,Axel Monjé,nm0598198
per0004208,Wilhelm Hinrich Holtz,nm0392671
per0004209,Walter Schramm,nm0775135
per0004210,Gino Sinimberghi,nm0802405
per0004211,Filippo Morucci,nm0608134
per0004212,Galliano Masini,nm0556409
per0004213,Onelia Fineschi,nm0277711
per0004214,Afro Poli,nm0689046
per0004215,Ping Zhang,nm4344411
per0004216,Tai Luo,nm1391905
per0004217,Lan Wang,nm1281646
per0004218,Xiangli Yao,nm1303242
per0004219,Fengqin Sun,nm8022985
per0004220,Yin Liang,nm1280136
per0004221,Fang Ying,nm10395832
per0004222,Igor Alexandrowitsch Moissejew,nm14765798
per0004223,Wilhelm Pieck,nm1197421
per0004224,Max Reimann,nm0717803
per0004225,Wladyslaw Matwin,nm14765797
per0004226,Erich Honecker,nm0393140
per0004227,Enrico Berlinguer,nm1559123
per0004228,Viacheslav Kochemasov,nm3905641
per0004229,Friedrich Ebert,nm0248132
per0004230,Otto Grothewohl,nm1687689
per0004231,M. Mazun,nm1229680
per0004232,Valeriya Gorbunova,nm1227661
per0004233,Nikola Popov,nm0691345
per0004234,Petar Dimov,nm1108971
per0004235,Mariya Yasnikova,nm1111366
per0004236,Gancho Dimitrov,nm1108968
per0004237,Georgi Gardev,nm1111607
per0004238,Ivan Kumanov,nm1109790
per0004239,Hristo Stareyshenski,nm1110949
per0004240,Konstantin Kisimov,nm0457273
per0004241,Boris Ganchev,nm0304109
per0004242,Ivan Kasabov,nm0440372
per0004243,Vasil Kirkov,nm1013103
per0004244,Asparuh Temelkov,nm0854583
per0004245,Ivan Dimov,nm0227468
per0004246,Milka Yanakieva,nm0945873
per0004247,Stefan Savov,nm0767914
per0004248,Stefan Petrov,nm0678194
per0004249,Petrana Lambrinova,nm1018352
per0004250,Stefan Velikov,nm1070542
per0004251,Kai-Shek Chiang,nm0156971
per0004252,Zedong Mao,nm0544552
per0004253,Madame Chiang,nm0156976
per0004254,Harry S. Truman,nm0874288
per0004255,Hans-Georg Rudolph,nm0748950
per0004256,Eva Pflug,nm0679538
per0004257,Herwart Grosse,nm0343544
per0004258,Albert Doerner,nm0230425
per0004259,Helmuth Hinzelmann,nm0386093
per0004260,Käte Scharf,nm0770116
per0004261,Inge Keller,nm0445659
per0004262,Helene Riechers,nm0726062
per0004263,Albert Garbe,nm0304927
per0004264,Agnes Windeck,nm0934660
per0004265,Jean Brochard,nm0110494
per0004266,Mady Berry,nm0077620
per0004267,Max Dalban,nm0197589
per0004268,Maximilienne,nm0561589
per0004269,Jack Gauthier,nm0310271
per0004270,Roland Armontel,nm0035553
per0004271,Charles Dechamps,nm0213745
per0004272,Jacqueline Dor,nm0233310
per0004273,Félix Oudart,nm0653425
per0004274,Christiane Muller,nm0612103
per0004275,Paul Demange,nm0218056
per0004276,Simone Michels,nm0585091
per0004277,Jean-Roger Caussimon,nm0146613
per0004278,Christian Argentin,nm0034475
per0004279,Gaston Orbal,nm0649389
per0004280,Saturnin Fabre,nm0264692
per0004281,Max Palenc,nm0657513
per0004282,Andrei Popov,nm0691324
per0004283,Valentina Ushakova,nm0462496
per0004284,V. Bezzubenko,nm0968674
per0004285,Vladimir Morozov,nm0606157
per0004286,Enlai Zhou,nm0159288
per0004287,Yelena Malukova,nm11399539
per0004288,Aleksandr Khovanskiy,nm11158563
per0004289,Leonid Volkov,nm5779638
per0004290,Franco Pesce,nm0646742
per0004291,Nino Crimi,nm1795049
per0004292,Silvana Mangano,nm0542146
per0004293,Guido Mazzini,nm1796831
per0004294,Fiorella Carmen Forti,nm0287243
per0004295,Nelly Corradi,nm0180663
per0004296,Flavia Grande,nm0334800
per0004297,Lea Migliorini,nm0585970
per0004298,Loretta Di Lelio,nm0223958
per0004299,Di Tommaso,nm1798361
per0004300,Italo Tajo,nm0846976
per0004301,Rinalda Marchetti,nm1800585
per0004302,Jean Arthur,nm0000795
per0004303,Dick Elliott,nm0254424
per0004304,Eugene Pallette,nm0657874
per0004305,H.B. Warner,nm0912478
per0004306,Beulah Bondi,nm0094135
per0004307,Pierre Watkin,nm0914246
per0004308,Guy Kibbee,nm0452128
per0004309,Astrid Allwyn,nm0021667
per0004310,H.V. Kaltenborn,nm0436225
per0004311,Edward Arnold,nm0036427
per0004312,Harry Carey,nm0002503
per0004313,Ruth Donnelly,nm0232766
per0004314,Porter Hall,nm0356004
per0004315,Claude Rains,nm0001647
per0004316,Charles Lane,nm0485272
per0004317,Roza Makagonova,nm0538360
per0004318,Valerian Kvachadze,nm0476916
per0004319,Tatyana Makhova,nm0538557
per0004320,Ivetta Kiselyova,nm0457148
per0004321,John Wray,nm0942046
per0004322,Bobbie Beal,nm2753542
per0004323,Billy Bevan,nm0079645
per0004324,Frank Austin,nm0042380
per0004325,Stanley Andrews,nm0003224
per0004326,Louise Bates,nm0060974
per0004327,George Bancroft,nm0051628
per0004328,Raymond Walburn,nm0906940
per0004329,Irving Bacon,nm0045784
per0004330,John W. Austin,nm3056818
per0004331,Gary Cooper,nm0000011
per0004332,Lionel Stander,nm0822034
per0004333,Hank Bell,nm0068235
per0004334,Frantisek Miroslav Doubrava,nm1148500
per0004335,Ella Nollová,nm0634493
per0004336,Miroslav Holub,nm0392705
per0004337,Terezie Brzková,nm0117504
per0004338,Bedrich Bozdech,nm0102452
per0004339,Vlasta Chramostová,nm0159600
per0004340,Karel Peyr,nm0678953
per0004341,Milka Balek-Brodská,nm0050056
per0004342,Marie Jezková,nm0422538
per0004343,Majka Tomásová,nm1533243
per0004344,Jindrich Dolezal,nm0230960
per0004345,Mirko Cech,nm0147673
per0004346,Ivane Gvinchidze,nm0350291
per0004347,Edisher Magalashvili,nm0535629
per0004348,Giorgi Koridze,nm0702695
per0004349,M. Sarauli,nm0764883
per0004350,Frank Coleman,nm0171033
per0004351,Tom Tyler,nm0878927
per0004352,Lucille Ball,nm0000840
per0004353,Peter Whitney,nm0926338
per0004354,George Cleveland,nm0166477
per0004355,Chester Conklin,nm0174682
per0004356,Iron Eyes Cody,nm0002014
per0004357,Antonio Moreno,nm0603875
per0004358,James Craig,nm0185883
per0004359,Chris Willow Bird,nm0083359
per0004360,John Cason,nm0143806
per0004361,Cedric Hardwicke,nm0362567
per0004362,Billy Gilbert,nm0317970
per0004363,Ed Brady,nm0103619
per0004364,George Regas,nm0716501
per0004365,Pedro Regas,nm0716505
per0004366,Noah Beery Jr.,nm0000890
per0004367,David Durand,nm0243774
