title (original),IMDB id,film_id,IMDB_url,Directors,Writers,Actors,Country of origin,Duration (min),Year of Production
Новости сельского хозяйства № 5 1954 г.,,flm0001948,,,,,,,
Пионерия № 6 1954 г.,,flm0001949,,,,,,,
Мастера волейбола,,flm0001950,,,,,,,
Новости дня № 37 1954 г.,,flm0001951,,,,,,,
Новости дня № 38 1954 г.,,flm0001952,,,,,,,
Das kleine und das große Glück,tt0236390,flm0001953,https://www.imdb.com/title/tt0236390/,"[('nm0375213', 'Martin Hellberg')]","[('nm0927518', 'Paul Wiens')]","[('nm2056561', 'Rudolf Fleck'), ('nm0226094', 'Otto Dierichs'), ('nm0300545', 'William Gade'), ('nm2145879', 'Fritz Bogdon'), ('nm2749625', 'Johanna Bucher'), ('nm2741040', 'Horst Fleischer'), ('nm2741020', 'Charlotte Friedrich'), ('nm1148600', 'Edgar Engelmann'), ('nm0060601', 'Ilse Bastubbe'), ('nm2046327', 'Bruno Atlas-Eising'), ('nm0076638', 'Werner Berndt'), ('nm1140800', 'Helmut Bautzmann'), ('nm2750573', 'Heinz Dhein'), ('nm2749460', 'Jens-Peter Dierichs'), ('nm0246928', 'Susanne Düllmann'), ('nm0127340', 'Hansjoachim Büttner'), ('nm0125393', 'Werner Buttler'), ('nm0213776', 'Fritz Decho')]",['DDDE'],98,['1953']
Jin yin tan,tt13731270,flm0001954,https://www.imdb.com/title/tt13731270/,"[('nm0512757', 'Zifeng Ling')]","[('nm4228505', 'Yi Lin')]","[('nm1252904', 'Heng Qi'), ('nm1288658', 'Xi Sun'), ('nm4749439', 'Gao Ye'), ('nm1253885', 'Yan Zhang'), ('nm1078256', 'Xiying Wen'), ('nm12187004', 'Zhulanqiqike'), ('nm9744762', 'Shan Liang'), ('nm1322738', 'Hesen En'), ('nm10198949', 'Jingan Wang')]",['CN'],103,['1953']
Наука и техника № 7 1954 г.,,flm0001955,,,,,,,
Советский спорт № 6 1954 г.,,flm0001956,,,,,,,
Жиронда - Динамо,,flm0001957,,,,,,,
Записные книжки А. П. Чехова,,flm0001958,,,,,,,
Переполох,tt0174113,flm0001959,https://www.imdb.com/title/tt0174113/,"[('nm0649573', 'Vasili Ordynsky'), ('nm0781986', 'Yakov Segel')]","[('nm0155009', 'Anton Chekhov'), ('nm0649573', 'Vasili Ordynsky'), ('nm0781986', 'Yakov Segel')]","[('nm0856515', 'Evgeniy Teterin'), ('nm0945117', 'Olga Yakunina'), ('nm0579826', 'Nina Menshikova'), ('nm0750181', 'Alevtina Rumyantseva'), ('nm0092566', 'Vasili Bokarev'), ('nm0468323', 'Vladislav Kovalkov')]",['SUHH'],0,['1955']
На даче,tt2367112,flm0001960,https://www.imdb.com/title/tt2367112/,"[('nm0518558', 'Grigori Lomidze')]","[('nm0155009', 'Anton Chekhov'), ('nm0518558', 'Grigori Lomidze')]",[],['SUHH'],17,['1954']
Чехов,tt0046848,flm0001961,https://www.imdb.com/title/tt0046848/,"[('nm0503080', 'A. Leoniv')]",[],[],['SUHH'],60,['1954']
Новости дня № 39 1954 г.,,flm0001962,,,,,,,
Kleine Mutti,tt0025411,flm0001963,https://www.imdb.com/title/tt0025411/,"[('nm0467396', 'Henry Koster')]","[('nm0413519', 'Felix Jackson'), ('nm0745444', 'Fritz Rotter')]","[('nm0299833', 'Jaro Fürth'), ('nm0071001', 'Friedrich Benfer'), ('nm0893952', 'Ernö Verebes'), ('nm0702557', 'Auguste Pünkösdy'), ('nm0231342', 'Felix Dombrowsky'), ('nm0908963', 'Otto Wallburg'), ('nm1832190', 'Bandi'), ('nm0517824', 'Sigurd Lohde'), ('nm0222958', 'Babette Devrient'), ('nm0264107', 'Richard Eybner'), ('nm0403917', 'Károly Huszár'), ('nm0827469', 'Hermine Sterler'), ('nm0000311', 'Annie Rosar'), ('nm0024372', 'Otto Ambros'), ('nm0137290', 'Rudolf Carl'), ('nm0944353', 'Mihail Xantho'), ('nm0299898', 'Franciska Gaal'), ('nm0491607', 'Helene Lauterböck')]","['AT', 'HU']",90,['1935']
Шведская спичка,tt0048615,flm0001964,https://www.imdb.com/title/tt0048615/,"[('nm0950662', 'Konstantin Yudin')]","[('nm0155009', 'Anton Chekhov'), ('nm0258755', 'Nikolay Erdman')]","[('nm0623442', 'Mikhail Nazvanov'), ('nm7640338', 'Yuri Leonidov'), ('nm0688963', 'Nikolay Polenkov'), ('nm0850291', 'Kseniya Tarasova'), ('nm0495522', 'Aleksandr Lebedev'), ('nm0299534', 'Inna Fyodorova'), ('nm0475831', 'Nikolay Kurochkin'), ('nm0946263', 'Mikhail Yanshin'), ('nm0342677', 'Nikolai Gritsenko'), ('nm0340822', 'Aleksey Gribov'), ('nm0688729', 'Vladimir Pokrovskiy'), ('nm0462494', 'Afanasi Kochetkov'), ('nm0691324', 'Andrei Popov'), ('nm0476874', 'Marina Kuznetsova'), ('nm0313794', 'Georgiy Georgiu'), ('nm0873391', 'Sergei Troitsky'), ('nm0463959', 'Vladimir Kolchin'), ('nm0636481', 'Tamara Nosova')]",['SUHH'],52,['1954']
Наши чемпионы,tt0170290,flm0001965,https://www.imdb.com/title/tt0170290/,"[('nm0233091', 'Mark Donskoy')]",[],[],['SUHH'],0,['1953']
Веселые звезды,tt0048774,flm0001966,https://www.imdb.com/title/tt0048774/,"[('nm0835224', 'Vera Stroyeva')]","[('nm1229076', 'Viktor Tipot'), ('nm1542107', 'Yakov Ziskind'), ('nm0690127', 'Evgeniy Pomeshchikov')]","[('nm0882607', 'Leonid Utyosov'), ('nm0795793', 'Klavdiya Shulzhenko'), ('nm0767223', 'Taisia Savva'), ('nm0592521', 'Lev Mirov'), ('nm1540848', 'Pyetr Pomazkov'), ('nm1228933', 'Nikolai Smirnov-Sokolsky'), ('nm1227185', 'Dik Chitashvili'), ('nm1540533', 'Ashura Nasirova'), ('nm0592498', 'Mariya Mironova'), ('nm1228965', 'Georgiy Sorokin'), ('nm1541436', 'Tamara Sokolova'), ('nm0578694', 'Aleksandr Menaker'), ('nm0637171', 'Mark Novitsky'), ('nm0954702', 'Rina Zelyonaya'), ('nm0322925', 'Yudif Glizer'), ('nm0529409', 'Vadim Lyudvikovskiy'), ('nm0073660', 'Yefim Berezin'), ('nm0863776', 'Yuri Timoshenko')]",['SUHH'],103,['1954']
Новости дня № 40 1954 г.,,flm0001967,,,,,,,
Новости дня № 41 1954 г.,,flm0001968,,,,,,,
Родная Украина № 31 1954 г.,,flm0001969,,,,,,,
Ленинградский журнал № 18 1954 г.,,flm0001970,,,,,,,
Ленинградский журнал № 19 1954 г.,,flm0001971,,,,,,,
The Pickwick Papers,tt0045030,flm0001972,https://www.imdb.com/title/tt0045030/,"[('nm0486538', 'Noel Langley')]","[('nm0486538', 'Noel Langley'), ('nm0002042', 'Charles Dickens')]","[('nm0786780', 'Athene Seyler'), ('nm0732088', 'George Robey'), ('nm0320006', 'Hermione Gingold'), ('nm0232019', 'James Donald'), ('nm0340205', 'Joyce Grenfell'), ('nm0938372', 'Donald Wolfit'), ('nm0288714', 'Harry Fowler'), ('nm0365692', 'Kathleen Harrison'), ('nm0372214', 'Joan Heal'), ('nm0366245', 'Diane Hart'), ('nm0182303', 'Sam Costa'), ('nm0615463', 'Lionel Murton'), ('nm0371687', 'James Hayter'), ('nm0310025', 'Alexander Gauge'), ('nm0045968', 'Hermione Baddeley'), ('nm0367156', 'William Hartnell'), ('nm0133054', 'Gerald Campion'), ('nm0665902', 'Nigel Patrick')]",['GB'],109,['1952']
Советская Белоруссия № 19 1954 г.,,flm0001973,,,,,,,
Новости недели № 26 1954 г.,,flm0001974,,,,,,,
Родная Украина № 32 1954 г.,,flm0001975,,,,,,,
XI съезд профсоюзов,,flm0001976,,,,,,,
Новости сельского хозяйства № 6 1954 г.,,flm0001977,,,,,,,
Новости дня № 42 1954 г.,,flm0001978,,,,,,,
Verlorene Melodie,tt0045289,flm0001979,https://www.imdb.com/title/tt0045289/,"[('nm0902025', 'Eduard von Borsody')]","[('nm0799605', 'Johannes Mario Simmel'), ('nm0902025', 'Eduard von Borsody')]","[('nm0478187', 'Evelyn Künneke'), ('nm0175765', 'Heinz Conrads'), ('nm0600552', 'Heinz Moog'), ('nm0804835', 'Karl Skraup'), ('nm0883778', 'Ena Valduga'), ('nm0701311', 'Hans Putz'), ('nm0611869', 'Fritz Muliar'), ('nm0110260', 'Rudolf Brix'), ('nm0512041', 'Robert Lindner'), ('nm0562547', 'Elfie Mayerhofer'), ('nm0726153', 'Gerhard Riedmann'), ('nm0918685', 'Thea Weis'), ('nm0000311', 'Annie Rosar'), ('nm0372846', 'Wolfgang Hebenstreit'), ('nm0018667', 'Peter Alexander'), ('nm0237863', 'Hans Dreßler'), ('nm0258919', 'Hermann Erhardt'), ('nm0944232', 'Otto Wögerer')]",['AT'],100,['1952']
Одесса,tt3739338,flm0001980,https://www.imdb.com/title/tt3739338/,"[('nm0517157', 'Jean Lods')]","[('nm0517157', 'Jean Lods'), ('nm0044871', 'Isaak Babel')]","[('nm0044871', 'Isaak Babel')]","['SUHH', 'FR']",23,['1935']
Новости дня № 43 1954 г.,,flm0001981,,,,,,,
Советская Белоруссия № 20 1954 г.,,flm0001982,,,,,,,
Новости недели № 25 1954 г.,,flm0001983,,,,,,,
Новости недели № 27 1954 г.,,flm0001984,,,,,,,
Соревнования сильнейших легкоатлетов Европы,,flm0001985,,,,,,,
Пионерия № 7 1954 г.,,flm0001986,,,,,,,
Первая весна,,flm0001987,,,,,,,
Советский спорт № 7 1954 г.,,flm0001988,,,,,,,
Открытие Всесоюзной сельскохозяйственной выставки,,flm0001989,,,,,,,
Народные мстители,tt0036194,flm0001990,https://www.imdb.com/title/tt0036194/,"[('nm0067610', 'Vasiliy Belyayev')]","[('nm0067610', 'Vasiliy Belyayev')]","[('nm0451691', 'Leonid Khmara')]",['SUHH'],55,['1943']
Новости дня № 44 1954 г.,,flm0001991,,,,,,,
Onna hitori daichi o yuku,tt0396778,flm0001992,https://www.imdb.com/title/tt0396778/,"[('nm0436511', 'Fumio Kamei')]","[('nm1540302', 'Shigeru Matsuoka'), ('nm1545979', 'Takeo Chiaki'), ('nm0793881', 'Kaneto Shindô')]","[('nm0881303', 'Jûkichi Uno'), ('nm0945222', 'Isuzu Yamada'), ('nm0619821', 'Taketoshi Naitô'), ('nm0457498', 'Tanie Kitabayashi'), ('nm0454087', 'Isao Kimura')]",['JP'],164,['1953']
Новости дня № 45 1954 г.,,flm0001993,,,,,,,
Мы с вами где-то встречались,tt0168083,flm0001994,https://www.imdb.com/title/tt0168083/,"[('nm0234482', 'Nikolay Dostal'), ('nm0878390', 'Andrey Tutyshkin')]","[('nm0689926', 'Vladimir Polyakov')]","[('nm0097252', 'Yekaterina Borovskaya'), ('nm0347887', 'Vladimir Gulyaev'), ('nm0580959', 'Vasiliy Merkurev'), ('nm0874899', 'Lyudmila Tselikovskaya'), ('nm0946263', 'Mikhail Yanshin'), ('nm0037037', 'Olga Aroseva'), ('nm0302972', 'Leonid Gallis'), ('nm0592498', 'Mariya Mironova'), ('nm7460334', 'Raisa Gubina'), ('nm0228502', 'Samuil Ditlovich'), ('nm0707430', 'Arkady Raykin'), ('nm0277140', 'Sergey Filippov'), ('nm0092566', 'Vasili Bokarev'), ('nm0321193', 'Natalya Gitserot'), ('nm0347941', 'Georgi Gumilevsky'), ('nm0073092', 'Aleksandr Benyaminov'), ('nm0503316', 'Vladimir Lepko'), ('nm0158298', 'Nikolai Chistyakov')]",['SUHH'],95,['1954']
Cardinal Richelieu,tt0026180,flm0001995,https://www.imdb.com/title/tt0026180/,"[('nm0498174', 'Rowland V. Lee')]","[('nm0398021', 'Maude T. Howell'), ('nm0736766', 'Cameron Rogers'), ('nm0120272', 'Edward George Bulwer-Lytton')]","[('nm0382954', 'Russell Hicks'), ('nm0120557', 'Herbert Bunston'), ('nm0002183', 'George Arliss'), ('nm0036427', 'Edward Arnold'), ('nm0178439', 'Violet Kemble Cooper'), ('nm0514250', 'Francis Lister'), ('nm0362815', 'Lumsden Hare'), ('nm0386868', 'Keith Hitchcock'), ('nm0410352', 'Boyd Irwin'), ('nm0001577', 'Maureen O&#x27;Sullivan'), ('nm0364200', 'Robert Harrigan'), ('nm0241523', 'Douglass Dumbrille'), ('nm0018540', 'Katharine Alexander'), ('nm0387561', 'Halliwell Hobbes'), ('nm0455706', 'Murray Kinnell'), ('nm0069065', 'Guy Bellis'), ('nm0870348', 'Joseph R. Tozer'), ('nm0003110', 'Cesar Romero')]",['US'],82,['1935']
Новости дня № 46 1954 г.,,flm0001996,,,,,,,
Ленинградский журнал № 20 1954 г.,,flm0001997,,,,,,,
Ленинградский журнал № 21 1954 г.,,flm0001998,,,,,,,
Советская Белоруссия № 21 1954 г.,,flm0001999,,,,,,,
Родная Украина № 33 1954 г.,,flm0002000,,,,,,,
Родная Украина № 34 1954 г.,,flm0002001,,,,,,,
Ленинградский журнал № 22 1954 г.,,flm0002002,,,,,,,
Родная Украина № 35 1954 г.,,flm0002003,,,,,,,
Родная Украина № 36 1954 г.,,flm0002004,,,,,,,
На полях Кубани,,flm0002005,,,,,,,
Новости дня № 47 1954 г.,,flm0002006,,,,,,,
Jestrab kontra Hrdlicka,tt0231820,flm0002007,https://www.imdb.com/title/tt0231820/,"[('nm0097487', 'Vladimír Borský')]","[('nm0097487', 'Vladimír Borský'), ('nm2607057', 'Svatopluk Cech')]","[('nm0067380', 'Josef Bek'), ('nm0069533', 'Josef Belský'), ('nm1772631', 'Bedrich Fusseger'), ('nm0397066', 'Karel Hovorka'), ('nm1186533', 'Tatána Vavrincová'), ('nm0229349', 'Emil Dlesk'), ('nm0366289', 'Gabriel Hart'), ('nm0304023', 'Milada Gampeová'), ('nm0810646', 'Frantisek Smolík'), ('nm0387192', 'Vladimír Hlavatý'), ('nm0058952', 'Gabriela Bártlová'), ('nm0245359', 'Alois Dvorský'), ('nm0420046', 'Vladimir Jedenáctik'), ('nm0275588', 'Vlasta Fialová'), ('nm0264646', 'Vlasta Fabiánová'), ('nm1223593', 'Manon Chafour'), ('nm0459288', 'Eva Klenová'), ('nm0555494', 'Jaroslav Marvan')]",['CSHH'],100,['1953']
Новости дня № 49 1954 г.,,flm0002008,,,,,,,
Новости дня № 50 1954 г.,,flm0002009,,,,,,,
Pesen za choveka,tt0234455,flm0002010,https://www.imdb.com/title/tt0234455/,"[('nm0788700', 'Borislav Sharaliev')]","[('nm0304279', 'Hristo Ganev')]","[('nm0174584', 'Leo Conforti'), ('nm1070542', 'Stefan Velikov'), ('nm0398610', 'Atanas Hristov'), ('nm0438813', 'Stefan Karalambov'), ('nm1105506', 'Tzeno Kandov'), ('nm0456403', 'Lyubcho Kirilov'), ('nm0500876', 'Nikolina Lekova'), ('nm1019911', 'Kiril Petrov'), ('nm0678190', 'Preslav Petrov'), ('nm0867188', 'Ivan Tonev'), ('nm0234444', 'Dossio Dossev'), ('nm0586872', 'Assen Milanov'), ('nm0904401', 'Rangel Vulchanov'), ('nm0313773', 'Maria Georgieva'), ('nm0227606', 'Dinko Dinev'), ('nm0438871', 'Apostol Karamitev'), ('nm1107094', 'Georgi Sarafov'), ('nm0105507', 'Ivan Bratanov')]",['BG'],111,['1954']
На просторах Казахстана,,flm0002011,,,,,,,
Новости дня № 51 1954 г.,,flm0002012,,,,,,,
Советская Белоруссия № 24 1954 г.,,flm0002013,,,,,,,
Благодатная земля,,flm0002014,,,,,,,
Советский спорт № 8 1954 г.,,flm0002015,,,,,,,
Магнитогорские металлурги,,flm0002016,,,,,,,
Советская Белоруссия № 22 1954 г.,,flm0002017,,,,,,,
Советская Белоруссия № 23 1954 г.,,flm0002018,,,,,,,
Поволжье № 30 1954 г.,,flm0002019,,,,,,,
Поволжье № 32 1954 г.,,flm0002020,,,,,,,
Новости дня № 52 1954 г.,,flm0002021,,,,,,,
Do Bigha Zamin,tt0045693,flm0002022,https://www.imdb.com/title/tt0045693/,"[('nm0746950', 'Bimal Roy')]","[('nm0611531', 'Hrishikesh Mukherjee'), ('nm0006005', 'Salil Choudhury'), ('nm0536819', 'Paul Mahendra')]","[('nm0756379', 'Balraj Sahni'), ('nm0158336', 'Chitra'), ('nm1185730', 'Misra'), ('nm1025717', 'Rajlakshmi Devi'), ('nm0222488', 'Sarita Devi'), ('nm0864603', 'Ramayan Tiwari'), ('nm0536819', 'Paul Mahendra'), ('nm0613407', 'Murad'), ('nm0474932', 'Meena Kumari'), ('nm0658811', 'Nana Palsikar'), ('nm1386137', 'Rekha Mallick'), ('nm9458927', 'Noor'), ('nm0576486', 'Nandkishore Mehra'), ('nm0747131', 'Nirupa Roy'), ('nm1404158', 'Dilip Kumar Jr.'), ('nm2727823', 'Ratan Kumar'), ('nm0415556', 'Jagdeep'), ('nm0403827', 'Nasir Hussain')]",['IN'],131,['1953']
Awaara,tt0043306,flm0002023,https://www.imdb.com/title/tt0043306/,"[('nm0004292', 'Raj Kapoor')]","[('nm0766150', 'V.P. Sathe'), ('nm0007815', 'Khwaja Ahmad Abbas')]","[('nm0707342', 'Rajan'), ('nm0802144', 'K.N. Singh'), ('nm0438482', 'Manek Kapoor'), ('nm0543715', 'Mansaram'), ('nm0004292', 'Raj Kapoor'), ('nm0004434', 'Shashi Kapoor'), ('nm0045144', 'Baby Zubeida'), ('nm0707274', 'Prayag Raj'), ('nm0191002', 'Cuckoo'), ('nm0158332', 'Leela Chitnis'), ('nm0004432', 'Prithviraj Kapoor'), ('nm0639584', 'Honey O&#x27;Brien'), ('nm0707481', 'Raju'), ('nm0004291', 'Nargis'), ('nm2178676', 'Om Prakash Mehra'), ('nm0904494', 'Brij Mohan Vyas'), ('nm0712429', 'Ravi'), ('nm0592789', 'Leela Mishra')]",['IN'],193,['1951']
In Assam,,flm0002024,,,,,,,
The Drums of Manipur,,flm0002025,,,,,,,
Industrial Mysore,,flm0002026,,,,,,,
"Rajasthan, series I",,flm0002027,,,,,,,
"Rajasthan, series II",,flm0002028,,,,,,,
Памятники Мевара,,flm0002029,,,,,,,
Aandhiyan,tt0154106,flm0002030,https://www.imdb.com/title/tt0154106/,"[('nm0025608', 'Chetan Anand')]","[('nm0007147', 'Dev Anand'), ('nm0125223', 'Hameed Butt')]","[('nm0352256', 'Habib'), ('nm0007147', 'Dev Anand'), ('nm0802144', 'K.N. Singh'), ('nm0474931', 'Lalita Kumari'), ('nm0451862', 'Durga Khote'), ('nm1311365', 'Bhagwan Sinha'), ('nm0907888', 'Johnny Walker'), ('nm0310172', 'Ratan Gaurang'), ('nm0632364', 'Nimmi'), ('nm0471438', 'Gopi Krishna'), ('nm0592789', 'Leela Mishra'), ('nm0490175', 'M.A. Latif'), ('nm0440235', 'Kalpana Kartik'), ('nm0222473', 'Pratima Devi')]",['IN'],136,['1952']
Праздник нашей молодости,tt0239830,flm0002031,https://www.imdb.com/title/tt0239830/,"[('nm2036082', 'Vladimir Boykov'), ('nm0465679', 'Ilya Kopalin')]","[('nm12876142', 'I. Prok'), ('nm0440868', 'Lev Kassil')]","[('nm0116048', 'Avery Brundage'), ('nm12876414', 'Evgeny Novikov'), ('nm2042588', 'Nina Bocharova'), ('nm0451691', 'Leonid Khmara'), ('nm2043978', 'Valentin Muratov'), ('nm12876410', 'Galina Rudko'), ('nm1197421', 'Wilhelm Pieck'), ('nm12876413', 'Boris Grishaev'), ('nm2043759', 'Medea Djugeli'), ('nm12876411', 'Yuri Lita'), ('nm12876406', 'Ho Lung'), ('nm1912698', 'Viktor Chukarin'), ('nm12876408', 'Ludmila Egorova'), ('nm12876412', 'Nina Otkolenko'), ('nm12876409', 'George Agdgomirashvili'), ('nm2035018', 'Boris Shahlin'), ('nm2034349', 'Grant Shaginyan'), ('nm12876407', 'Albert Azarian')]",['SUHH'],79,['1955']
Новости дня № 53 1954 г.,,flm0002032,,,,,,,
Изобразительное искусство Китая,,flm0002033,,,,,,,
Lidé jednoho srdce,tt0171483,flm0002034,https://www.imdb.com/title/tt0171483/,"[('nm0419237', 'Vojtech Jasný'), ('nm0434189', 'Karel Kachyna')]",[],[],['CSHH'],0,['1953']
В новом Шанхае,,flm0002035,,,,,,,
Новости дня № 54 1954 г.,,flm0002036,,,,,,,
Новости сельского хозяйства № 7 1954 г.,,flm0002037,,,,,,,
По горной дороге,,flm0002038,,,,,,,
Пионерия № 8 1954 г.,,flm0002039,,,,,,,
Новости дня № 55 1954 г.,,flm0002040,,,,,,,
Ленинградский киножурнал № 25 1954 г.,,flm0002041,,,,,,,
Ленинградский киножурнал № 26 1954 г.,,flm0002042,,,,,,,
Родная Украина № 3 1954 г.,,flm0002043,,,,,,,
Советская Белоруссия № 25 1954 г.,,flm0002044,,,,,,,
Поволжье № 33 1954 г.,,flm0002045,,,,,,,
Солнечное затмение 1952 года,,flm0002046,,,,,,,
Родная Украина № 39 1954 г.,,flm0002047,,,,,,,
"Выставка ""Демократическая Германия"" в Москве",,flm0002048,,,,,,,
Петрозаводск,,flm0002049,,,,,,,
Expres z Norimberka,tt0247326,flm0002050,https://www.imdb.com/title/tt0247326/,"[('nm0147677', 'Vladimír Cech')]","[('nm0147677', 'Vladimír Cech'), ('nm0686138', 'Kamil Pixa')]","[('nm0067380', 'Josef Bek'), ('nm0070911', 'Svatopluk Benes'), ('nm0959149', 'Bohus Záhorský'), ('nm0115695', 'Jirí Bruder'), ('nm0161014', 'Ladislav Chudík'), ('nm0092861', 'Emil Bolek'), ('nm1648023', 'Vladimír Bicík'), ('nm0058952', 'Gabriela Bártlová'), ('nm1775303', 'Jan Cech'), ('nm1050689', 'Lída Vendlová'), ('nm0223384', 'Rudolf Deyl'), ('nm0277070', 'Frantisek Filipovský'), ('nm0392821', 'Antonín Holzinger'), ('nm0126941', 'Jirina Bílá'), ('nm0049813', 'Zdenka Baldová'), ('nm0092203', 'Ladislav Bohác'), ('nm0246816', 'Zdenek Díte'), ('nm0555494', 'Jaroslav Marvan')]",['CSHH'],63,['1954']
На стройках столицы,,flm0002051,,,,,,,
Новости дня № 56 1954 г.,,flm0002052,,,,,,,
Ленинградский киножурнал № 24 1954 г.,,flm0002053,,,,,,,
Родная Украина № 40 1954 г.,,flm0002054,,,,,,,
Родная Украина № 41 1954 г.,,flm0002055,,,,,,,
Родная Украина № 42 1954 г.,,flm0002056,,,,,,,
Поволжье № 34 1954 г.,,flm0002057,,,,,,,
Специальный выпуск Динамо (Москва) - Арсенал (Лондон),,flm0002058,,,,,,,
Die Geschichte vom kleinen Muck,tt0045470,flm0002059,https://www.imdb.com/title/tt0045470/,"[('nm0823906', 'Wolfgang Staudte')]","[('nm0818692', 'Helmut Spieß'), ('nm0310018', 'Wilhelm Hauff'), ('nm0687934', 'Peter Podehl')]","[('nm0436826', 'Heinz Kammer'), ('nm0513647', 'Alwin Lippisch'), ('nm0405577', 'Gerhard Hänsel'), ('nm0722241', 'Johannes Rhein'), ('nm0777028', 'Willi Schwabe'), ('nm0323479', 'Friedrich Gnaß'), ('nm1708565', 'Fritz Wolff'), ('nm0773219', 'Thomas Schmidt'), ('nm0561307', 'Johannes Maus'), ('nm0070657', 'Wolf von Beneckendorff'), ('nm0726043', 'Harry Riebauer'), ('nm0504238', 'Silja Lesny'), ('nm0725246', 'Friedrich Richter'), ('nm0248672', 'Wilhelm Otto Eckhardt'), ('nm0901068', 'Charles Hans Vogt'), ('nm0381692', 'Trude Hesterberg'), ('nm0103991', 'Jean Brahn'), ('nm0447428', 'Ursula Kempert')]",['DDDE'],100,['1953']
Новости дня № 58 1954 г.,,flm0002060,,,,,,,
Новости дня № 59 1954 г.,,flm0002061,,,,,,,
Богатырь идет в Марто,tt0186891,flm0002062,https://www.imdb.com/title/tt0186891/,"[('nm0623152', 'Sigizmund Navrotsky'), ('nm0117482', 'Yevgeni Bryunchugin')]","[('nm0699305', 'Iosif Prut')]","[('nm0333191', 'Nikolay Grabbe'), ('nm0473041', 'Nikolay Kryuchkov'), ('nm0878688', 'Elena Tyapkina'), ('nm0069454', 'Mikhail Belousov'), ('nm0503225', 'Klavdiya Lepanova'), ('nm0472330', 'Yuri Krotenko'), ('nm0080078', 'Boris Bezgin'), ('nm0126454', 'Elina Bystritskaya'), ('nm0613638', 'Radner Muratov'), ('nm0685236', 'Leonid Pirogov'), ('nm0789419', 'Aleksandr Shatov'), ('nm0294770', 'Lev Frichinsky'), ('nm0118881', 'Georgiy Budarov'), ('nm0229833', 'Viktor Dobrovolsky'), ('nm0042844', 'Viktor Avdyushko'), ('nm0590753', 'Dmitri Milyutenko'), ('nm0412841', 'Izolda Izvitskaya'), ('nm0626405', 'Vasili Neshchiplenko')]",['SUHH'],81,['1954']
Новости дня № 60 1954 г.,,flm0002063,,,,,,,
Земля,tt0048284,flm0002064,https://www.imdb.com/title/tt0048284/,"[('nm0796057', 'Aleksei Shvachko'), ('nm0118210', 'Amvrosi Buchma')]","[('nm0462216', 'Olga Kobylyanskaya'), ('nm0796057', 'Aleksei Shvachko')]","[('nm0945049', 'Nikolay Yakovchenko'), ('nm0882715', 'Natalya Uzhviy'), ('nm8697971', 'Aleksey Karpenko'), ('nm0344334', 'Pavel Grubnik'), ('nm0078736', 'Valentina Bespoletova'), ('nm0275229', 'Sergey Feshchenko'), ('nm0017970', 'Tatyana Alekseeva'), ('nm8697970', 'Melaniya Kiselyeva'), ('nm0812413', 'Vladimir Sokirko'), ('nm8697972', 'Anna Yanushevich'), ('nm0586510', 'Petro Mikhnevych'), ('nm0622596', 'Natalya Naum')]",['SUHH'],82,['1954']
Футбол СССР - Венгрия,,flm0002065,,,,,,,
Народные характеры,,flm0002066,,,,,,,
Большая семья,tt0046797,flm0002067,https://www.imdb.com/title/tt0046797/,"[('nm0451576', 'Iosif Kheifits')]","[('nm0438666', 'Sophat Kara-Demur'), ('nm0462498', 'Vsevolod Kochetov')]","[('nm1829008', 'Boris Kudryashov'), ('nm0524532', 'Klara Luchko'), ('nm0472115', 'Larisa Kronberg'), ('nm0475721', 'Sergei Kurilov'), ('nm0028308', 'Boris Andreyev'), ('nm0767769', 'Ekaterina Savinova'), ('nm0342677', 'Nikolai Gritsenko'), ('nm0575949', 'Vadim Medvedev'), ('nm0084595', 'Boris Bityukov'), ('nm0034373', 'Iya Arepina'), ('nm0060692', 'Aleksey Batalov'), ('nm0785108', 'Nikolay Sergeev'), ('nm0463794', 'Boris Kokovkin'), ('nm1678982', 'Aleksandr Khlopotov'), ('nm0229812', 'Elena Dobronravova'), ('nm0476880', 'Vera Kuznetsova'), ('nm0525750', 'Sergei Lukyanov'), ('nm0434387', 'Pavel Kadochnikov')]",['SUHH'],108,['1954']
В праздничный вечер,tt0174314,flm0002068,https://www.imdb.com/title/tt0174314/,"[('nm0654775', 'Yuriy Ozerov')]",[],[],['SUHH'],0,['1954']
Родному народу,,flm0002069,,,,,,,
Советские гимнасты в Риме,,flm0002070,,,,,,,
Советский спорт № 9 1954 г.,,flm0002071,,,,,,,
Праздник великой дружбы,,flm0002072,,,,,,,
Пионерия № 9 1954 г.,,flm0002073,,,,,,,
